CITY,NAME,STATE,COUNTY,ZIP
MAHOMET,1,IL,CHAMPAIGN,61853
MAHOPAC,3,NY,PUTNAM,10541
MAHOPAC FALLS,1,NY,PUTNAM,10542
MAHTOMEDI,1,MN,WASHINGTON,55115
MAHWAH,4,NJ,BERGEN,7430
MAIDENS,1,VA,GOOCHLAND,23102
MAIMI,1,FL,MIAMI-DADE,33185
MAITLAND,11,FL,['ORANGE' 'SEMINOLE'],32751
MAKAWAO,3,HI,MAUI,96768
MALDEN,2,MA,MIDDLESEX,2148
MALIBU,4,CA,LOS ANGELES,90265
MALONE,1,NY,FRANKLIN,12953
MALTA,2,['NY' 'MT'],['SARATOGA' 'PHILLIPS'],[12020 59538]
MALVERN,15,['PA' 'AR'],['CHESTER' 'HOT SPRING'],[19355 72104]
MALVERNE,2,NY,NASSAU,11565
MAMARONECK,2,NY,WESTCHESTER,10543
MANAHAWKIN,2,NJ,OCEAN,8050
MANAKIN SABOT,1,VA,GOOCHLAND,23103
MANALAPAN,10,NJ,MONMOUTH,7726
MANASQUAN,4,NJ,MONMOUTH,8736
MANASSAS,12,VA,['PRINCE WILLIAM' 'MANASSAS'],[20109 20110 20111]
MANASSAS PARK,1,VA,MANASSAS PARK,20111
MANAWA,1,WI,WAUPACA,54949
MANCHESTER,52,['CT' 'VT' 'MA' 'NH' 'KY' 'MO' 'TN' 'MD' 'GA'],"['HARTFORD' 'BENNINGTON' 'ESSEX' 'HILLSBOROUGH' 'CLAY' 'ST. LOUIS'
 'COFFEE' 'CARROLL' 'MERIWETHER']","[ 6040  6042  5254  1944  3103  3102  3104 40962 63011  3109  3101 37355
 63021 21102 31816]"
MANCHESTER CENTER,2,VT,BENNINGTON,5255
MANDAN,2,ND,MORTON,58554
MANDEVILLE,3,LA,ST. TAMMANY,[70471 70448]
MANHASSET,3,NY,NASSAU,11030
MANHATTAN,5,['KS' 'IL' 'MT'],['POTTAWATOMIE' 'RILEY' 'WILL' 'GALLATIN'],[66502 60442 59741]
MANHATTAN BEACH,9,CA,LOS ANGELES,90266
MANHEIM,7,PA,LANCASTER,17545
MANISTEE,2,MI,MANISTEE,49660
MANISTIQUE,2,MI,SCHOOLCRAFT,49854
MANITOWOC,9,WI,MANITOWOC,54220
MANKATO,6,MN,BLUE EARTH,56001
MANNING,1,SC,CLARENDON,29102
MANSFIELD,17,['TX' 'MA' 'OH' 'PA'],['TARRANT' 'BRISTOL' 'RICHLAND' 'TIOGA'],[76063  2048 44903 44902 44907 44905 16933 44906]
MANSFIELD CENTER,3,CT,TOLLAND,6250
MANTECA,6,CA,SAN JOAQUIN,95336
MANTENO,1,IL,KANKAKEE,60950
MANTUA,1,NJ,GLOUCESTER,8051
MANVILLE,1,NJ,SOMERSET,8835
MAPLE GLEN,2,PA,MONTGOMERY,19002
MAPLE GROVE,4,MN,HENNEPIN,[55311 55369]
MAPLE HEIGHTS,1,OH,CUYAHOGA,44137
MAPLE LAKE,1,MN,WRIGHT,55358
MAPLE SHADE,1,NJ,BURLINGTON,8052
MAPLE VALLEY,2,WA,KING,98038
MAPLEWOOD,7,['MN' 'NJ' 'MO'],['RAMSEY' 'ESSEX' 'ST. LOUIS'],[55119 55109  7040 55117 63143]
MAQUOKETA,1,IA,JACKSON,52060
MARANA,1,AZ,PIMA,85653
MARATHON,3,['NY' 'WI'],['CORTLAND' 'MARATHON'],[13803 54448]
MARBLE FALLS,4,TX,BURNET,78654
MARBLE HILL,2,['GA' 'MO'],['PICKENS' 'BOLLINGER'],[30148 63764]
MARBLEHEAD,4,MA,ESSEX,1945
MARCELINE,1,MO,LINN,64658
MARCELLUS,1,MI,ST. JOSEPH,49067
MARCO ISLAND,1,FL,COLLIER,34145
"MARCO ISLAND,",1,FL,COLLIER,34145
MARENGO,1,IL,MCHENRY,60152
MARGARETTSVILLE,1,NC,NORTHAMPTON,27853
MARGATE,4,FL,BROWARD,33063
MARGATE CITY,1,NJ,ATLANTIC,8402
MARIANNA,4,['AR' 'FL'],['LEE' 'JACKSON'],[72360 32446 32448]
MARIBEL,1,WI,MANITOWOC,54227
MARIENVILLE,1,PA,FOREST,16239
MARIETTA,32,['GA' 'PA' 'OH'],['COBB' 'LANCASTER' 'WASHINGTON'],[30062 30061 30064 30067 30068 30060 30066 17547 45750 30008]
MARINA,1,CA,MONTEREY,93933
MARINE CITY,2,MI,ST. CLAIR,48039
MARINETTE,2,WI,MARINETTE,54143
MARION,15,['WI' 'AL' 'IA' 'IL' 'IN' 'MA' 'MT' 'NC' 'MI' 'OH'],"['WAUPACA' 'SHAWANO' 'PERRY' 'LINN' 'WILLIAMSON' 'GRANT' 'PLYMOUTH'
 'FLATHEAD' 'MCDOWELL' 'OSCEOLA' 'MARION']",[54950 36756 52302 62959 46952  2738 59925 28752 49665 46953 43302]
MARION CENTER,6,PA,INDIANA,15759
MARIPOSA,3,CA,MARIPOSA,95338
MARKESAN,1,WI,GREEN LAKE,53946
MARKS,1,MS,QUITMAN,38646
MARLBORO,5,NJ,MONMOUTH,7746
MARLBOROUGH,8,MA,MIDDLESEX,1752
MARLETTE,1,MI,SANILAC,48453
MARLIN,1,WA,GRANT,98832
MARLOW,1,NH,CHESHIRE,3456
MARLTON,7,NJ,BURLINGTON,8053
MARQUETTE,3,MI,MARQUETTE,49855
MARRERO,8,LA,JEFFERSON,70072
MARRIOTTSVILLE,1,MD,HOWARD,21104
MARS,2,PA,BUTLER,16046
MARS HILL,2,NC,MADISON,28754
MARSHALL,13,['TX' 'VA' 'IN' 'MN' 'MO'],['HARRISON' 'FAUQUIER' 'PARKE' 'LYON' 'SALINE'],[75672 20115 47859 56258 65340]
MARSHALLTOWN,3,IA,MARSHALL,50158
MARSHFIELD,7,['WI' 'MO'],['WOOD' 'WEBSTER'],[54449 65706]
MARSING,1,ID,OWYHEE,83639
MARSTONS MILLS,1,MA,BARNSTABLE,2648
MARTHASVILLE,2,MO,WARREN,63357
MARTIN,2,MI,ALLEGAN,49070
MARTINEZ,6,['GA' 'CA'],['COLUMBIA' 'CONTRA COSTA'],[30907 94553]
MARTINS FERRY,3,OH,BELMONT,43935
MARTINSBURG,8,['WV' 'MO' 'PA'],['BERKELEY' 'AUDRAIN' 'BLAIR'],[25404 65264 25403 25401 16662]
MARTINSVILLE,4,['IN' 'NJ'],['MORGAN' 'SOMERSET'],[46151  8836]
MARVELL,1,AR,PHILLIPS,72366
MARYLAND HEIGHTS,1,MO,ST. LOUIS,63043
MARYSVILLE,8,['KS' 'OH' 'WA'],['MARSHALL' 'UNION' 'SNOHOMISH'],[66508 43040 98270]
MARYVILLE,8,['TN' 'IL' 'MO'],['BLOUNT' 'MADISON' 'NODAWAY'],[37804 62062 64468 37801 37802]
MASCOUTAH,1,IL,ST. CLAIR,62258
MASON,10,OH,WARREN,45040
MASON CITY,2,IA,CERRO GORDO,50401
MASONTOWN,1,PA,FAYETTE,15461
MASPETH,2,NY,QUEENS,11378
MASSAPEQUA,2,NY,NASSAU,11758
MASSENA,2,NY,ST. LAWRENCE,13662
MASSILLON,6,OH,STARK,[44646 44647]
MATAMORAS,1,PA,PIKE,18336
MATAWAN,4,NJ,MIDDLESEX,7747
MATHER,1,CA,SACRAMENTO,95655
MATTAPAN,2,MA,SUFFOLK,2126
MATTAPOISETT,2,MA,PLYMOUTH,2739
MATTESON,4,IL,COOK,60443
MATTHEWS,7,NC,['MECKLENBURG' 'UNION'],[28105 28104]
MATTOON,2,IL,COLES,61938
MATTYDALE,1,NY,ONONDAGA,13211
MAULDIN,3,SC,GREENVILLE,29662
MAUMEE,1,OH,LUCAS,43537
MAURY CITY,1,TN,CROCKETT,38050
MAUSTON,1,WI,JUNEAU,53948
MAX MEADOWS,1,VA,WYTHE,24360
MAYER,4,['MN' 'AZ'],['CARVER' 'YAVAPAI'],[55360 86333]
MAYFIELD,2,KY,GRAVES,42066
MAYNARD,1,MA,MIDDLESEX,1754
MAYO,1,FL,LAFAYETTE,32066
MAYPORT,1,PA,JEFFERSON,16240
MAYS LANDING,1,NJ,ATLANTIC,8330
MAYSVILLE,3,KY,MASON,41056
MAYVILLE,3,WI,DODGE,53050
MAYWOOD,5,['CA' 'IL'],['LOS ANGELES' 'COOK'],[90270 60153]
MC ALISTERVILLE,2,PA,JUNIATA,17049
MC BAIN,1,MI,MISSAUKEE,49657
MC CALLA,1,AL,TUSCALOOSA,35111
MC CLURE,5,PA,['SNYDER' 'MIFFLIN'],17841
MC CONNELLSBURG,1,PA,FULTON,17233
MC CORMICK,1,SC,MCCORMICK,29835
MC DONALD,1,TN,BRADLEY,37353
MC EWEN,1,TN,HUMPHREYS,37101
MC HENRY,1,MD,GARRETT,21541
MC KEES ROCKS,2,PA,ALLEGHENY,15136
MC LEANSVILLE,1,NC,GUILFORD,27301
MC MINNVILLE,5,TN,['GRUNDY' 'WARREN'],37110
MC SHERRYSTOWN,2,PA,ADAMS,17344
MC VEYTOWN,1,PA,MIFFLIN,17051
MCADOO,1,PA,SCHUYLKILL,18237
MCALESTER,2,OK,PITTSBURG,74501
MCALISTERSVILLE,1,PA,JUNIATA,17049
MCALLEN,8,TX,HIDALGO,[78504 78501]
MCCALL,2,ID,VALLEY,83638
MCCOMB,3,MS,PIKE,39648
MCCOOK,1,NE,RED WILLOW,69001
MCDONOUGH,10,GA,HENRY,[30253 30252]
MCFARLAND,1,WI,DANE,53558
MCHENRY,2,IL,MCHENRY,60050
MCKEESPORT,2,PA,ALLEGHENY,[15132 15133]
MCKINNEY,12,TX,COLLIN,[75069 75071 75070]
MCLEAN,10,VA,FAIRFAX,[22101 22102]
MCMECHEN,1,WV,MARSHALL,26040
MCMINNVILLE,6,OR,YAMHILL,97128
MCMURRAY,1,PA,WASHINGTON,15317
MCPHERSON,2,KS,MCPHERSON,67460
MEADOW VISTA,1,CA,PLACER,95722
MEADOWBROOK,1,PA,MONTGOMERY,19046
MEADVILLE,4,PA,CRAWFORD,16335
MEBANE,1,NC,ALAMANCE,27302
MECHANICSBURG,5,PA,CUMBERLAND,[17050 17055]
MECHANICSVILLE,16,['VA' 'MD'],"['HANOVER' ""ST. MARY'S"" 'CHARLES']",[23116 20659 23111]
MECHANICVILLE,1,NY,SARATOGA,12118
MEDFIELD,1,MA,NORFOLK,2052
MEDFORD,16,['WI' 'MA' 'OR' 'NJ'],['TAYLOR' 'MIDDLESEX' 'JACKSON' 'BURLINGTON'],[54451  2155 97504 97501  8055]
MEDIA,8,PA,DELAWARE,19063
MEDINA,10,['OH' 'NY' 'WA'],['MEDINA' 'ORLEANS' 'KING'],[44256 14103 98039]
MEDINAH,1,IL,DUPAGE,60157
MEIGS,1,GA,MITCHELL,31765
MELBOURNE,22,['FL' 'KY'],['BREVARD' 'CAMPBELL'],[32935 32901 32940 32904 41059 32934]
MELROSE,6,['MN' 'MA'],['STEARNS' 'MIDDLESEX'],[56352  2176]
MELROSE PARK,9,['IL' 'PA'],['COOK' 'MONTGOMERY'],[60160 19027]
MELVILLE,2,['NY' 'LA'],['SUFFOLK' 'ST. LANDRY'],[11747 71353]
MEMPHIS,75,TN,SHELBY,"[38125 38122 38111 38104 38117 38133 38106 38119 38120 38134 38127 38109
 38126 38108 38107 38116 38115 38112 38138 38103 38135 38141 38114 38105]"
MENASHA,4,WI,['CALUMET' 'WINNEBAGO'],54952
MENDENHALL,1,MS,SIMPSON,39114
MENDHAM,3,NJ,MORRIS,7945
MENDON,1,MA,WORCESTER,1756
MENDOTA,1,IL,LASALLE,61342
MENDOTA HEIGHTS,2,MN,DAKOTA,55120
MENIFEE,4,CA,RIVERSIDE,[92584 92585]
MENLO PARK,9,CA,SAN MATEO,94025
MENOMINEE,1,MI,MENOMINEE,49858
MENOMONEE FALLS,10,WI,WAUKESHA,53051
MENOMONIE,3,WI,DUNN,54751
MENTONE,3,CA,SAN BERNARDINO,92359
MENTOR,4,OH,LAKE,44060
MEQUON,3,WI,OZAUKEE,[53092 53097]
MERCED,9,CA,MERCED,[95340 95348]
MERCEDES,1,TX,HIDALGO,78570
MERCER,4,['PA' 'MO'],MERCER,[16137 64661]
MERCER ISLAND,6,WA,KING,98040
MERCERSBURG,1,PA,FRANKLIN,17236
MERCERVILLE,2,NJ,MERCER,8619
MERCHANTVILLE,1,NJ,CAMDEN,8109
MEREDITH,1,NH,BELKNAP,3253
MERIDEN,8,['CT' 'NH'],['NEW HAVEN' 'SULLIVAN'],[6451 6450 3770]
MERIDIAN,11,['ID' 'MS' 'GA'],['ADA' 'LAUDERDALE' 'MCINTOSH'],[83646 83642 39301 39307 39305 31319]
MERION STATION,3,PA,MONTGOMERY,19066
MERRICK,4,NY,NASSAU,11566
MERRILL,4,WI,LINCOLN,54452
MERRILLVILLE,5,IN,LAKE,46410
MERRIMACK,7,NH,HILLSBOROUGH,3054
MERRITT ISLAND,10,FL,BREVARD,[32953 32952]
MERTZTOWN,1,PA,BERKS,19539
MESA,17,AZ,MARICOPA,[85209 85203 85213 85210 85202 85204 85205 85215 85201 85207]
MESQUITE,7,TX,DALLAS,[75150 75149 75181]
METAIRIE,29,LA,JEFFERSON,[70003 70002 70006 70001 70005]
METAMORA,2,IL,WOODFORD,61548
METHUEN,7,MA,ESSEX,1844
METUCHEN,7,NJ,MIDDLESEX,8840
MEXICO,2,MO,AUDRAIN,65265
MEYERSDALE,6,PA,SOMERSET,15552
MIAMI,224,['FL' 'OK'],['MIAMI-DADE' 'OTTAWA'],"[33127 33125 33142 33150 33130 33129 33137 33196 33143 33155 33176 33186
 33157 33169 33183 33161 33151 33156 33135 33147 33173 33175 33180 33168
 33138 33133 33177 33166 33144 33165 33184 33182 33145 33187 33199 33136
 33174 74354 33172 33126 33238 33170 33185 33167 33134 33131 33015 33012]"
MIAMI BEACH,13,FL,MIAMI-DADE,[33140 33141 33109 33139]
MIAMI GARDEN,1,FL,MIAMI-DADE,33169
MIAMI GARDENS,17,FL,MIAMI-DADE,[33056 33054 33169 33055]
MIAMI LAKES,8,FL,MIAMI-DADE,[33014 33016]
MIAMI SHORES,6,FL,MIAMI-DADE,[33138 33161]
MIAMI SPRINGS,6,FL,MIAMI-DADE,33166
MIAMISBURG,2,OH,MONTGOMERY,45342
MICHIGAN CITY,6,IN,LAPORTE,46360
MIDDLE VILLAGE,3,NY,QUEENS,11379
MIDDLEBERRY,1,IN,ELKHART,46540
MIDDLEBORO,4,MA,PLYMOUTH,2346
MIDDLEBURG,11,['FL' 'VA' 'PA'],['CLAY' 'LOUDOUN' 'SNYDER'],[32068 20117 17842]
MIDDLEBURG HEIGHTS,2,OH,CUYAHOGA,44130
MIDDLEBURGH,1,NY,SCHOHARIE,12122
MIDDLEBURY,21,['CT' 'IN' 'VT'],['NEW HAVEN' 'ELKHART' 'LAGRANGE' 'ADDISON'],[ 6762 46540  5753]
MIDDLEFIELD,37,['CT' 'OH'],['MIDDLESEX' 'GEAUGA' 'TRUMBULL' 'ASHTABULA'],[ 6455 44062]
MIDDLEPORT,1,OH,MEIGS,45760
MIDDLESBORO,2,KY,BELL,40965
MIDDLESEX,1,NJ,MIDDLESEX,8846
MIDDLETON,4,WI,DANE,53562
MIDDLETOWN,28,['CT' 'CA' 'DE' 'MD' 'NY' 'PA' 'OH' 'RI' 'NJ'],"['MIDDLESEX' 'LAKE' 'NEW CASTLE' 'FREDERICK' 'ORANGE' 'DAUPHIN' 'BUTLER'
 'NEWPORT' 'MONMOUTH']",[ 6457 95461 19709 21769 10940 10941 17057 45042  2842  7748]
MIDLAND,18,['TX' 'MI' 'VA'],['MIDLAND' 'FAUQUIER'],[79705 79703 48642 48640 79707 79701 22728]
MIDLAND PARK,3,NJ,BERGEN,7432
MIDLOTHIAN,3,['VA' 'IL'],['CHESTERFIELD' 'COOK'],[23112 60445]
MIDVALE,1,UT,SALT LAKE,84047
MIDWEST CITY,3,OK,OKLAHOMA,[73110 73130]
MIFFLIN,1,PA,JUNIATA,17058
MIFFLINBURG,7,PA,UNION,17844
MIFFLINTOWN,12,PA,JUNIATA,17059
MILBANK,1,SD,GRANT,57252
MILES CITY,2,MT,CUSTER,59301
MILFORD,27,['CT' 'DE' 'IL' 'IN' 'MI' 'MA' 'NH' 'OH'],"['NEW HAVEN' 'SUSSEX' 'IROQUOIS' 'KOSCIUSKO' 'OAKLAND' 'WORCESTER'
 'HILLSBOROUGH' 'CLERMONT']",[ 6460  6461 19963 60953 46542 48381  1757  3055 45150 48380]
MILFORD CENTER,1,OH,UNION,43045
MILILANI,3,HI,HONOLULU,96789
MILL CREEK,1,WA,SNOHOMISH,98012
MILL HALL,7,PA,CLINTON,17751
MILL NECK,1,NY,NASSAU,11765
MILL VALLEY,6,CA,MARIN,94941
MILLBRAE,1,CA,SAN MATEO,94030
MILLBROOK,6,['AL' 'NY'],['ELMORE' 'DUTCHESS'],[36054 12545]
MILLBURN,1,NJ,ESSEX,7041
MILLBURY,2,MA,WORCESTER,1527
MILLEDGEVILLE,3,GA,BALDWIN,31061
MILLER,2,['MO' 'SD'],['LAWRENCE' 'HAND'],[65707 57362]
MILLER PLACE,1,NY,SUFFOLK,11764
MILLERS CREEK,1,NC,WILKES,28651
MILLERS TAVERN,1,VA,ESSEX,23115
MILLERSBURG,54,['OH' 'IN' 'PA'],['HOLMES' 'COSHOCTON' 'ELKHART' 'DAUPHIN' 'LAGRANGE'],[44654 44651 46543 17061]
MILLERSTOWN,2,PA,PERRY,17062
MILLERSVILLE,2,MD,ANNE ARUNDEL,21108
MILLINGTON,5,['MI' 'TN'],['TUSCOLA' 'SHELBY'],[48746 38053]
MILLIS,1,MA,NORFOLK,2054
MILLMONT,5,PA,UNION,17845
MILLS RIVER,1,NC,HENDERSON,28759
MILLSERBURG,1,IN,ELKHART,46543
MILLSTADT,1,IL,ST. CLAIR,62260
MILLSTONE TOWNSHIP,1,NJ,MONMOUTH,8535
MILLTOWN,2,NJ,MIDDLESEX,8850
MILLVILLE,4,['PA' 'NJ'],['COLUMBIA' 'CUMBERLAND'],[17846  8332]
MILNER,2,GA,LAMAR,30257
MILPITAS,10,CA,SANTA CLARA,95035
MILROY,5,['PA' 'IN'],['MIFFLIN' 'RUSH' 'DECATUR'],[17063 46156]
MILTON,16,['GA' 'FL' 'MA' 'NH' 'PA' 'DE'],['FULTON' 'SANTA ROSA' 'NORFOLK' 'STRAFFORD' 'NORTHUMBERLAND' 'SUSSEX'],[30004 32570  2186  3851 17847 19968 32583]
MILTON FREEWATER,1,OR,UMATILLA,97862
MILWAUKEE,125,WI,MILWAUKEE,"[53216 53202 53222 53215 53218 53204 53224 53209 53227 53208 53207 53210
 53212 53223 53206 53226 53225 53217 53221 53220 53213 53219 53211 53205]"
MILWAUKIE,6,OR,CLACKAMAS,[97222 97267]
MINDEN,3,['LA' 'NV'],['WEBSTER' 'DOUGLAS'],[71055 89423]
MINERAL WELLS,1,TX,PALO PINTO,76067
MINERSVILLE,1,PA,SCHUYLKILL,17954
MINERVA,2,OH,STARK,44657
MINGO JUNCTION,1,OH,JEFFERSON,43938
MINNEAPOLIS,30,MN,['HENNEPIN' 'ANOKA'],"[55447 55404 55401 55419 55410 55409 55422 55418 55411 55416 55417 55407
 55408 55434 55406 55414 55413 55403]"
MINNEOLA,1,FL,LAKE,34715
MINNEOTA,1,MN,LYON,56264
MINNETONKA,4,MN,HENNEPIN,[55343 55345]
MINOCQUA,1,WI,ONEIDA,54548
MINOT,4,ND,WARD,[58703 58701]
MIOMI,1,FL,MIAMI-DADE,33170
MIRAMAR,3,FL,BROWARD,[33023 33025]
MIRAMAR BEACH,1,FL,WALTON,32550
MIRANDA,1,CA,HUMBOLDT,95553
MISHAWAKA,8,IN,ST. JOSEPH,[46544 46545]
MISSION,8,['TX' 'SD'],['HIDALGO' 'TODD'],[78572 78574 78573 57555]
MISSION HILLS,3,['CA' 'KS'],['LOS ANGELES' 'JOHNSON'],[91345 66208]
MISSION VIEJO,17,CA,ORANGE,[92691 92692 92653]
MISSOULA,11,MT,MISSOULA,[59804 59802 59801 59803 59806 59808]
MISSOURI CITY,13,TX,FORT BEND,[77459 77545 77489]
MITCHELL,3,SD,DAVISON,57301
MITCHELLVILLE,1,MD,PRINCE GEORGE'S,20721
MOBERLY,3,MO,RANDOLPH,65270
MOBILE,35,AL,MOBILE,"[36608 36695 36609 36606 36604 36603 36693 36619 36605 36607 36613 36617
 36618]"
MOCKSVILLE,1,NC,DAVIE,27028
MODESTO,13,CA,STANISLAUS,[95356 95350 95351 95354 95358]
MOGADORE,1,OH,PORTAGE,44260
MOHRSVILLE,1,PA,BERKS,19541
MOKENA,2,IL,WILL,60448
MOLALLA,1,OR,CLACKAMAS,97038
MOLINE,6,['IL' 'MI'],['ROCK ISLAND' 'ALLEGAN'],[61265 49335]
MOMENCE,1,IL,KANKAKEE,60954
MONACA,1,PA,BEAVER,15061
MONARCH BEACH,1,CA,ORANGE,92629
MONCKS CONER,1,SC,BERKELEY,29461
MONCKS CORNER,2,SC,BERKELEY,29461
MONCLOVA,1,OH,LUCAS,43542
MONDOVI,1,WI,PEPIN,54755
MONETT,2,MO,BARRY,65708
MONKTON,1,MD,BALTIMORE,21111
MONMOUTH,3,['IL' 'OR'],['WARREN' 'POLK'],[61462 97361]
MONMOUTH JUNCTION,1,NJ,MIDDLESEX,8852
MONONA,2,WI,DANE,53716
MONONGAHELA,1,PA,WASHINGTON,15063
MONROE,44,['CT' 'GA' 'IN' 'LA' 'MI' 'NY' 'NC' 'WA' 'WI' 'UT'],"['FAIRFIELD' 'WALTON' 'ADAMS' 'OUACHITA' 'MONROE' 'ORANGE' 'UNION'
 'SNOHOMISH' 'GREEN' 'SEVIER']","[ 6468 30655 46772 71201 71203 48162 48161 10950 28110 98272 53566 84754
 30656]"
MONROE CITY,2,MO,MONROE,63456
MONROE TWP,1,NJ,MIDDLESEX,8831
MONROEVILLE,9,['IN' 'PA' 'OH' 'AL'],['ALLEN' 'ALLEGHENY' 'HURON' 'MONROE'],[46773 15146 44847 36460]
MONROVIA,7,CA,LOS ANGELES,91016
MONSEY,17,NY,ROCKLAND,10952
MONTCLAIR,7,['NJ' 'CA'],['ESSEX' 'SAN BERNARDINO'],[ 7042 91763]
MONTE VISTA,1,CO,RIO GRANDE,81144
MONTEBELLO,7,CA,LOS ANGELES,90640
MONTELLO,1,WI,MARQUETTE,53949
MONTEREY,5,['CA' 'TN'],['MONTEREY' 'PUTNAM' 'OVERTON'],[93940 38574]
MONTEREY PARK,7,CA,LOS ANGELES,[91754 91755]
MONTESANO,1,WA,GRAYS HARBOR,98563
MONTEVALLO,1,AL,SHELBY,35115
MONTEZUMA,5,['GA' 'IN' 'NM'],['MACON' 'PARKE' 'SAN MIGUEL'],[31063 47862 87731]
MONTGOMERY,47,['AL' 'NY' 'IL' 'IN' 'MI' 'MN' 'NJ' 'PA'],"['MONTGOMERY' 'ORANGE' 'KENDALL' 'DAVIESS' 'BRANCH' 'LE SUEUR' 'SOMERSET'
 'LYCOMING']","[36107 36106 36117 36116 12549 36109 36111 36104 36110 60538 47558 49255
 56069 36101  8558 17752 36108]"
MONTGOMERY CITY,1,MO,MONTGOMERY,63361
MONTGOMERY CREEK,1,CA,SHASTA,96065
MONTGOMERY VILLAGE,2,MD,MONTGOMERY,20886
MONTICELLO,12,['UT' 'MN' 'GA' 'FL' 'IL' 'KY' 'NY' 'AR' 'IA'],"['SAN JUAN' 'WRIGHT' 'JASPER' 'JEFFERSON' 'PIATT' 'WAYNE' 'SULLIVAN'
 'DREW' 'JONES']",[84535 55362 31064 32344 61856 42633 12701 71655 52310]
MONTOURSVILLE,1,PA,LYCOMING,17754
MONTPELIER,2,VT,WASHINGTON,5602
MONTROSE,6,['CA' 'MO' 'CO'],['LOS ANGELES' 'HENRY' 'MONTROSE'],[91020 64770 81401]
MONTROSS,1,VA,WESTMORELAND,22520
MONTVALE,2,NJ,BERGEN,7645
MONTVERDE,1,FL,LAKE,34756
MONTVILLE,3,NJ,MORRIS,7045
MONUMENT,3,CO,EL PASO,80132
MONUMENT VALLEY,1,UT,SAN JUAN,84536
MOON TOWNSHIP,5,PA,ALLEGHENY,15108
MOORCROFT,1,WY,CROOK,82721
MOORE,4,['MT' 'OK'],['FERGUS' 'CLEVELAND'],[59464 73160]
MOORE HAVEN,1,FL,GLADES,33471
MOORESTOWN,6,NJ,BURLINGTON,8057
MOORESVILLE,6,['NC' 'IN'],['IREDELL' 'MORGAN'],[28117 46158 28115]
MOORHEAD,2,MN,CLAY,56560
MOORPARK,2,CA,VENTURA,93021
MOOSEHEART,1,IL,KANE,60539
MORAGA,2,CA,CONTRA COSTA,94556
MOREAUVILLE,1,LA,AVOYELLES,71355
MOREHEAD,2,KY,ROWAN,40351
MOREHEAD CITY,1,NC,CARTERET,28557
MORENO VALLEY,9,CA,RIVERSIDE,[92553 92555 92557]
MORGAN,1,MN,REDWOOD,56266
MORGAN CITY,3,LA,ST. MARY,70380
MORGAN HILL,9,CA,SANTA CLARA,95037
MORGANFIELD,1,KY,UNION,42437
MORGANTON,3,['GA' 'NC'],['FANNIN' 'BURKE'],[30560 28655]
MORGANTOWN,9,['WV' 'PA'],['MONONGALIA' 'LANCASTER' 'BERKS'],[26508 19543 26505]
MORGANVILLE,6,NJ,MONMOUTH,7751
MORLEY,1,MI,MECOSTA,49336
MORRESTOWN,1,NJ,BURLINGTON,8057
MORRILL,1,ME,WALDO,4952
MORRILTON,2,AR,CONWAY,72110
MORRIS,2,['IL' 'MN'],['GRUNDY' 'STEVENS'],[60450 56267]
MORRIS PLAINS,2,NJ,MORRIS,7950
MORRISON,3,CO,JEFFERSON,80465
MORRISTOWN,18,['NJ' 'TN' 'MN'],['MORRIS' 'HAMBLEN' 'RICE'],[ 7960 37813 37814 55052]
MORRISVILLE,7,['VT' 'NC' 'PA'],['LAMOILLE' 'WAKE' 'BUCKS'],[ 5661 27560 19067  5680]
MORROW,3,['AR' 'GA'],['WASHINGTON' 'CLAYTON'],[72717 30260]
MORTON,5,['IL' 'PA' 'MS'],['TAZEWELL' 'DELAWARE' 'SCOTT'],[61550 61558 19070 39117]
MORTON GROVE,2,IL,COOK,60053
MOSCOW,4,['ID' 'PA'],['LATAH' 'LACKAWANNA'],[83843 18444]
MOSES LAKE,2,WA,GRANT,98837
MOSINEE,2,WI,MARATHON,54455
MOULTON,1,AL,LAWRENCE,35650
MOULTRIE,2,GA,COLQUITT,[31768 31788]
MOUND,1,MN,HENNEPIN,55364
MOUNDS VIEW,1,MN,RAMSEY,55112
MOUNDSVILLE,2,WV,MARSHALL,26041
MOUNT AIRY,9,['MD' 'GA' 'NC'],['HOWARD' 'HABERSHAM' 'FREDERICK' 'SURRY'],[21771 30563 27030]
MOUNT ARLINGTON,1,NJ,MORRIS,7856
MOUNT BERRY,1,GA,FLOYD,30149
MOUNT CALVARY,2,WI,FOND DU LAC,53057
MOUNT CARMEL,1,IL,WABASH,62863
MOUNT CLEMENS,2,MI,MACOMB,48043
MOUNT DORA,6,FL,LAKE,32757
MOUNT GILEAD,1,OH,MORROW,43338
MOUNT HERMON,1,KY,MONROE,42157
MOUNT HOLLY,5,NJ,BURLINGTON,8060
MOUNT HOOD,1,OR,HOOD RIVER,97041
MOUNT HOPE,1,KS,RENO,67108
MOUNT HOREB,1,WI,DANE,53572
MOUNT JOY,6,PA,LANCASTER,17552
MOUNT JULIET,5,TN,['DAVIDSON' 'WILSON'],[37121 37122]
MOUNT KISCO,3,NY,WESTCHESTER,10549
MOUNT LAUREL,6,NJ,BURLINGTON,8054
MOUNT LEBANON,2,PA,ALLEGHENY,15228
MOUNT MADONNA,1,CA,SANTA CRUZ,95076
MOUNT MORRIS,1,MI,GENESEE,48458
MOUNT PENN,1,PA,BERKS,19606
