Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,House Value,House Construction Year,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,Commute Time Public,Commute Time Car,High School Rate,College Rate,Uneducated Rate,English Language,Spanish Language,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,Housing_units,State
98034,43471.0,36.8,101674.0,52779.0,7.071380920613742,2.1761634192910218,557600.0,1980,2414.0,1817.0,10.792246101980616,69.4732406236831,,,8.428607577465437,26.256584849669892,0.9017505923489224,,,74.08617239078926,2.1255549676796024,9.240643187412298,14.069149547974511,Walnut Creek,Contra Costa County,37.92,-122.07,10181,CA
98036,40723.0,38.4,84787.0,39301.0,9.380448395255751,1.569137833656656,438800.0,1981,2184.0,1387.0,9.305851693911396,69.57592987443734,,,9.74633499496599,16.82587235714461,0.6360042236573926,,,67.0947621737102,5.115045551653856,11.1116568032807,14.38008005304128,Walnut Creek,Contra Costa County,37.91,-122.05,10756,CA
98037,30485.0,38.7,76630.0,33484.0,10.788912579957357,2.1387567656224373,433200.0,1985,2178.0,1472.0,9.676784894774798,70.37959745623812,76105.0,311500.0,10.975889781859932,18.441856650811875,1.3908479580121371,,,57.959652288010496,6.829588322125636,11.343283582089551,22.99819583401673,Yountville,Napa County,38.4,-122.36,1310,CA
98038,35904.0,37.0,111689.0,44131.0,3.849153297682709,2.4259135472370765,439600.0,1994,2376.0,1874.0,3.1053000233481205,79.05089890263834,34895.0,507805.0,10.416666666666666,18.5299688057041,0.1531862745098039,,,84.32765151515152,0.9915329768270944,5.3810160427807485,5.472927807486631,Oakland,Alameda County,37.77,-122.22,16362,CA
98039,3267.0,46.8,212337.0,117928.0,5.111723293541475,1.071319253137435,2000001.0,1971,4001.0,2855.0,7.158836689038031,74.27293064876957,2885.0,21500.0,2.846648301193756,30.67033976124885,0.2142638506274869,,,70.00306091215182,1.071319253137435,3.611876339149066,23.997551270278542,Oakland,Alameda County,37.8,-122.2,12498,CA
98040,25675.0,46.0,147566.0,90130.0,5.546251217137293,1.9980525803310611,1218200.0,1973,4001.0,2162.0,11.051634686650743,65.51099398830603,47395.0,192635.0,3.813047711781889,28.677702044790653,0.3154819863680623,,,74.2161635832522,1.1489776046738072,3.279454722492697,19.39240506329114,Oakland,Alameda County,37.74,-122.17,9950,CA
98042,48572.0,40.1,104306.0,44519.0,5.159351066458042,1.784979000247056,380600.0,1986,2160.0,1641.0,2.9831387808041505,81.2168376370711,47670.0,723120.0,14.745120645639464,16.11628098492959,0.7494029482006094,,,72.36473688544841,3.9981882566087457,8.86518982129622,11.89986000164704,Oakland,Alameda County,37.76,-122.16,16360,CA
98043,21210.0,37.3,72955.0,36175.0,7.303158887317303,2.0226308345120225,392600.0,1972,2024.0,1464.0,13.141053738932234,68.37029893924783,,,11.537010843941538,18.123526638378124,0.8345120226308345,,,66.76567656765677,7.515322960867516,10.622347949080622,13.592644978783593,Oakland,Alameda County,37.79,-122.25,16289,CA
98045,15339.0,40.4,112568.0,53181.0,8.018775669861139,1.8449703370493515,488400.0,1986,2514.0,1477.0,1.5380974917179366,73.27259820160909,7135.0,197690.0,10.626507595019232,22.95456027120412,0.169502575135276,,,87.78277593063433,1.2451919942629897,8.201316904622205,1.877566986113828,Oakland,Alameda County,37.81,-122.3,12086,CA
98047,7124.0,30.6,59464.0,23626.0,6.990454800673779,1.2633352049410445,279000.0,1983,1654.0,1231.0,2.7461858529819696,76.03328710124826,,,16.07243121841662,7.285233015160022,0.3228523301516002,,,56.99045480067378,4.688377316114543,23.23133071308254,15.27231892195396,Emeryville,Alameda County,37.83,-122.29,15101,CA
98050,432.0,52.2,139161.0,77393.0,0.0,0.0,-666666666.0,1996,-666666666.0,-666666666.0,11.846689895470384,34.494773519163765,,,14.583333333333334,28.703703703703702,0.0,,,82.63888888888889,0.0,0.0,0.0,Oakland,Alameda County,37.83,-122.26,10348,CA
98051,4451.0,41.4,87500.0,37643.0,7.616266007638733,1.325544821388452,468700.0,1985,2489.0,1533.0,1.4768937589328253,77.7989518818485,,,15.839137272523027,13.480116827679174,0.4493372275893058,,,91.08065603235228,0.0,1.325544821388452,1.392945405526848,Oakland,Alameda County,37.81,-122.24,16450,CA
98052,70245.0,34.8,135287.0,64993.0,5.103566090113175,2.002989536621824,725300.0,1988,2923.0,1927.0,11.34918953278949,64.12755588515732,,,4.8601323937646805,27.77991316107908,0.3331197950032031,,,55.969819916008255,1.7467435404655136,6.762047120791515,35.67798419816357,Oakland,Alameda County,37.83,-122.22,17999,CA
98053,21993.0,43.5,145453.0,72453.0,2.6690310553357888,1.6005092529441185,776400.0,2001,3153.0,2065.0,5.38627269929209,70.12414076125988,27290.0,206215.0,5.779111535488565,27.42236166052835,0.2318919656254262,,,70.73159641704179,0.8229891329059246,3.655708634565544,24.244077661073977,Oakland,Alameda County,37.81,-122.27,8921,CA
98055,24332.0,36.0,76765.0,37588.0,7.623705408515535,1.853526220614828,375000.0,1988,2010.0,1638.0,9.383597293479069,72.9645326790096,,,13.673351964491204,18.436626664474765,1.8905145487423969,,,43.67499589018576,13.056879829031727,8.749794509288181,27.46588854183791,Oakland,Alameda County,37.7772,-122.1855,5,CA
98056,35722.0,37.1,85451.0,47145.0,7.2588320922680705,2.2759084037847823,487800.0,1985,2389.0,1579.0,6.258174866686789,75.50055337559111,,,12.493701360506131,20.76871395778512,1.2121381781535188,,,56.09148423940429,5.839538659649516,17.121101842002126,22.750685851856,Oakland,Alameda County,37.85,-122.24,7698,CA
98057,12822.0,33.7,57172.0,37017.0,19.68491654968024,3.252222742161909,364800.0,1991,1914.0,1300.0,11.24812030075188,72.04511278195488,,,13.640617688348152,16.38589923568866,1.1542661051318046,,,46.28763063484636,17.51676805490563,14.459522695367337,18.187490251130868,Oakland,Alameda County,37.77,-122.15,9644,CA
98058,43740.0,38.8,92225.0,39575.0,6.769547325102881,2.423411065386374,403100.0,1982,2173.0,1638.0,5.136500620457365,76.04148200673639,76135.0,568050.0,12.251943301326016,19.11522633744856,1.0128029263831733,,,61.833561957018745,7.809785093735711,10.5281207133059,16.262002743484224,Oakland,Alameda County,37.74,-122.21,9689,CA
98059,38959.0,39.0,105872.0,49190.0,5.35178007649067,2.0303395877717603,538000.0,1989,2519.0,1808.0,6.328105551406522,75.06099078914613,,,11.599373700556995,20.2623270617829,0.4466233732898688,,,60.01180728458122,2.736209861649426,8.801560615005519,26.79740239739213,Berkeley,Alameda County,37.86,-122.29,7959,CA
98065,15958.0,35.6,144320.0,54728.0,1.4412833688432134,1.710740694322597,605800.0,2003,2898.0,1870.0,4.969826056088037,68.93858714944977,25465.0,181330.0,5.364080711868655,27.077327985963155,0.3133224714876551,,,82.84872791076576,0.6955758867025943,5.132222082967791,10.471236997117431,Berkeley,Alameda County,37.87,-122.27,9468,CA
98068,444.0,54.0,97625.0,50683.0,1.8018018018018016,1.576576576576577,524700.0,1989,2309.0,-666666666.0,0.704225352112676,76.40845070422536,,,8.108108108108109,27.25225225225225,0.0,,,83.33333333333333,14.63963963963964,4.054054054054054,0.9009009009009008,Berkeley,Alameda County,37.87,-122.25,9683,CA
98070,10291.0,54.2,78966.0,53131.0,5.266737926343406,0.787095520357594,524200.0,1978,2241.0,1126.0,22.035699107522312,47.25881852953676,73435.0,67330.0,10.961033913127975,23.62258283937421,0.0971722864639005,,,96.14226022738316,0.0680206005247303,4.926634923719755,1.2826741813234863,Berkeley,Alameda County,37.86,-122.26,6133,CA
98072,23939.0,39.1,117704.0,60690.0,3.621705167300221,1.4286311040561428,674200.0,1986,2868.0,1876.0,4.572943418109519,76.73763565570376,32735.0,265630.0,7.255942186390409,25.43130456577133,0.3132962947491541,,,85.0369689627804,0.7101382680980827,4.791344667697064,9.240152053135052,Albany,Alameda County,37.89,-122.29,8429,CA
98074,28775.0,38.7,188900.0,73208.0,1.6646394439617724,1.7584708948740226,810800.0,1990,3187.0,2101.0,7.622387632407673,70.70569710850272,,,2.620330147697654,26.745438748913987,0.4552562988705473,,,61.75499565595135,0.6602953953084274,2.7697654213727194,32.72632493483927,Berkeley,Alameda County,37.9,-122.28,5198,CA
98075,23996.0,40.3,178697.0,70782.0,2.3670611768628103,0.7834639106517753,913100.0,1997,3373.0,2445.0,8.244841578174912,70.27540360873694,,,4.071511918653109,25.47507917986331,0.4709118186364394,,,64.51908651441907,1.2210368394732456,5.13002167027838,29.684114019003168,Berkeley,Alameda County,37.9,-122.25,5047,CA
98077,13452.0,44.5,166400.0,75894.0,1.8138566755872731,1.784121320249777,803300.0,1985,3290.0,1993.0,2.7704280155642023,75.50194552529183,12755.0,152235.0,8.831400535236396,26.49420160570919,0.4534641688968183,,,82.81296461492715,0.9738328873030032,4.192685102586976,10.057983942908118,Berkeley,Alameda County,37.88,-122.27,5605,CA
98087,41083.0,33.2,76863.0,33699.0,9.984665189981255,2.5217243141932184,396600.0,1997,2184.0,1635.0,9.02844141069397,68.47326507394767,127415.0,442865.0,12.45770756760704,15.24718253292116,1.0880412822822092,,,54.28279336952024,6.881191733807171,18.360392376408733,19.891439281454616,Berkeley,Alameda County,37.87,-122.31,2937,CA
98092,47824.0,35.0,92376.0,38942.0,7.753429240548678,2.6702074272331884,379300.0,1995,2183.0,1411.0,5.878364060182242,77.00784064420428,83390.0,576275.0,12.872198059551687,15.431582469053197,0.8364001338240215,,,65.79332552693208,4.085814653730345,12.13407494145199,12.11525593844095,Berkeley,Alameda County,37.87,-122.26,105,CA
98101,13492.0,38.4,80389.0,79796.0,12.22205751556478,2.5274236584642757,661700.0,1989,2525.0,1817.0,25.41210310875097,19.29416970903861,,,5.81826267417729,29.72131633560629,0.600355766380077,,,64.74206937444411,6.648384227690483,5.010376519418915,20.916098428698486,Richmond,Contra Costa County,37.95,-122.36,10221,CA
98102,26023.0,32.8,91466.0,76661.0,6.732505860200591,2.1749990393113783,762500.0,1966,2622.0,1650.0,26.800140498770634,32.93190827437403,,,2.386350536064251,35.975867501825306,0.1306536525381393,,,73.91538254620912,2.417092571955578,4.8072858625062445,14.152864773469624,El Sobrante,Contra Costa County,37.95,-122.27,9675,CA
98103,53163.0,33.8,105177.0,63719.0,6.613622256080356,1.9675338111092304,739100.0,1961,2807.0,1681.0,26.28668171557562,47.988148984198645,349140.0,423240.0,3.763895942666892,33.88446852134003,0.1185034704587777,,,81.06577883114196,2.281662058198371,4.8661663186802855,8.789947896093148,Richmond,Contra Costa County,37.92,-122.34,15257,CA
98104,14522.0,39.6,53407.0,53390.0,19.129596474314837,2.341275306431621,592900.0,1963,2792.0,1218.0,26.55819446266894,21.83440493373573,69745.0,40635.0,10.005508883073956,24.7004544828536,1.7972731028783917,,,52.162236606528026,9.578570444842308,7.643575265114998,26.43575265114998,Richmond,Contra Costa County,37.94,-122.3,5446,CA
98105,50434.0,23.2,62582.0,42401.0,24.287187214974026,3.648332474124599,895300.0,1967,3367.0,1456.0,27.023871824805763,33.80701260013687,231310.0,200895.0,1.272950787167387,16.49284213030892,0.1744854661537851,,,62.22389657770552,2.948407820121347,5.389221556886228,25.47487805845263,San Pablo,Contra Costa County,37.98,-122.33,20531,CA
98106,25940.0,36.5,69110.0,37806.0,14.857363145720894,3.3500385505011567,432400.0,1977,2143.0,1241.0,18.13106287947519,61.4837043757415,104785.0,236310.0,10.019275250578255,18.164996144949885,1.7501927525057823,,,48.63916730917502,12.528912875867386,15.470316114109483,16.33384734001542,Richmond,Contra Costa County,37.903,-122.321,0,CA
98107,27534.0,34.4,100178.0,69351.0,5.146364494806421,2.150069005593085,713400.0,1981,2881.0,1770.0,28.72767043383157,42.82589448466226,,,5.146364494806421,34.611752742064354,0.2760223723396527,,,82.42173312994842,0.9878695431103364,6.842449335367182,8.669281615457253,San Rafael,Marin County,37.97,-122.5,16408,CA
98108,23639.0,36.4,61547.0,33269.0,20.70730572359237,4.056855196920344,459400.0,1961,2119.0,1236.0,21.90609324891045,54.61721897870241,,,13.816151275434663,14.738356106434283,3.811497948305766,,,29.734760353652863,21.253014086890307,10.601125259105714,35.33144380049917,San Rafael,Marin County,38.02,-122.54,12603,CA
98109,30384.0,31.1,106393.0,79951.0,7.431542917324908,2.945629278567667,727300.0,1993,2636.0,1874.0,20.01850566736063,32.07957436965071,,,3.5676671932596102,33.69865718799368,0.0822801474460242,,,67.83504476040021,3.778304370721433,5.022380200105318,20.55028962611901,Greenbrae,Marin County,37.95,-122.55,5759,CA
98110,24486.0,50.3,117990.0,60533.0,3.606142285387568,1.429388221841052,705400.0,1988,2672.0,1555.0,26.31868131868132,44.1025641025641,,,3.2140815159683083,29.188107489994284,0.0612594952217593,,,90.33325165400638,0.5595033896920689,3.0466388956954997,3.050722862043617,Belvedere Tiburon,Marin County,37.89,-122.47,5817,CA
98112,25474.0,39.2,118305.0,95857.0,7.348669231373165,2.343565988851378,998200.0,1951,3401.0,1660.0,21.87167906482465,44.70642933049947,108785.0,155855.0,2.700792965376462,32.656826568265686,0.3258224071602418,,,84.82374185443982,3.34066106618513,4.43196985161341,5.032582240716025,Bodega,Sonoma County,38.34,-122.94,212,CA
98115,54109.0,36.1,111569.0,63327.0,8.447762849063926,2.330481065996415,751900.0,1957,2804.0,1745.0,21.90070831877521,52.44735253946574,,,3.204642480918147,28.28919403426417,0.1404572252305531,,,78.13487589864903,1.9719455173815816,3.827459387532573,12.010940878596909,Bodega Bay,Sonoma County,38.4,-123.0,1449,CA
98116,27338.0,41.9,121208.0,70526.0,2.710512839271344,1.6387446045797058,709300.0,1964,2893.0,1647.0,17.22058176792109,59.094050386379344,,,6.0648182017704295,31.64825517594557,0.2267905479552271,,,83.42600043894944,1.3534274636037749,5.2856829321823104,5.980686224303168,Bolinas,Marin County,38.0,-122.8,995,CA
98117,35645.0,39.1,116871.0,65347.0,4.780474119792397,2.33693365128349,706400.0,1947,2711.0,1757.0,17.845828933474127,55.13583565325909,,,4.575676813017253,30.843035488848365,0.5610885117127227,,,83.57693926216861,1.369055968579043,4.5027353064946,7.274512554355449,Corte Madera,Marin County,37.93,-122.51,4026,CA
98118,49181.0,38.4,82216.0,38751.0,15.477521807201969,3.5684512311665078,487100.0,1961,2209.0,1415.0,22.4148236700538,57.55329746961546,253110.0,396250.0,11.433277078546594,18.202151237266424,3.0011589841605497,,,32.94361643724202,24.310201093918383,7.232467822939753,29.19013440149651,Rohnert Park,Sonoma County,38.34,-122.7,16594,CA
98119,26322.0,33.5,96768.0,70915.0,8.190866955398526,2.279462046956918,858500.0,1968,3176.0,1673.0,24.495192307692307,42.31971153846154,,,3.498974242078869,31.517361902590988,0.1291695159942253,,,77.2167768406656,2.097105083200365,6.055770838082212,10.474128105767038,Dillon Beach,Marin County,38.25,-122.97,426,CA
98121,19494.0,33.8,115323.0,93864.0,9.33620601210629,2.6213193803221504,613300.0,2001,2812.0,1975.0,12.532042153232696,22.237254343491884,,,3.811429157689546,36.806196778495945,0.0,,,63.32717759310557,3.693444136657433,7.838309223350775,25.305222119626556,Fairfax,Marin County,38.0,-122.7,4023,CA
98122,39305.0,31.3,79609.0,60400.0,13.919348683373617,2.9970741635924183,665900.0,1973,2748.0,1627.0,25.11106818620823,34.31717210739811,230425.0,231380.0,4.640630962981809,28.53835389899504,0.5393715812237628,,,67.26370690751813,11.545604884874695,7.075435695204172,10.250604248823304,Cotati,Sonoma County,38.33,-122.72,3677,CA
98125,42981.0,37.7,70744.0,43606.0,10.448802959447198,3.215374235127149,558900.0,1973,2451.0,1495.0,23.018279841630864,53.681239996630445,,,7.912798678485842,22.86126427956539,0.5956120146111072,,,64.9752216095484,9.483260045136223,8.47816477047998,15.081082338707802,Forest Knolls,Marin County,38.015,-122.691,421,CA
98126,23646.0,39.4,86983.0,49644.0,10.403450900786602,2.347120020299416,563100.0,1966,2462.0,1428.0,22.120572366877784,60.76315583704746,118025.0,212880.0,6.8003044912458765,25.50959993233528,0.9092446925484226,,,66.83159942484987,12.433392539964476,7.003298655163664,11.72714201133384,Inverness,Marin County,38.1,-122.9,762,CA
98133,48650.0,39.9,68994.0,41067.0,10.828365878725592,2.078108941418294,494700.0,1974,2254.0,1419.0,19.562732736054272,59.77952291413192,,,10.355601233299074,22.618705035971225,1.299075025693731,,,66.05755395683454,8.28365878725591,8.772867420349435,15.798561151079136,Lagunitas,Marin County,38.014,-122.7,417,CA
98134,833.0,44.4,83472.0,36111.0,34.57382953181273,3.0012004801920766,377000.0,1968,1842.0,2106.0,25.35211267605634,16.70020120724346,,,12.965186074429772,17.647058823529413,0.0,,,61.82472989195679,10.92436974789916,10.444177671068427,11.524609843937576,Larkspur,Marin County,37.94,-122.53,3582,CA
