City,Population,House Value,Household Income,Poverty Rate,Unemployment Rate,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,College Rate,White Population Rate,Uneducated Rate
Los Angeles,50900.0,1183200.0,72266.0,12.469548133595286,4.805500982318272,3756.0,1699.0,4.66091540857896,67.68212317277738,37.18860510805501,79.10412573673871,0.4734774066797642
Los Angeles,51411.0,433700.0,52605.0,16.323354924043493,4.127521347571531,2082.0,1241.0,5.149173256649892,80.07728253055356,6.901246814883974,20.050183812802707,2.386648771663652
Los Angeles,21489.0,1229900.0,100586.0,7.6364651682256035,3.522732560845084,3729.0,2144.0,2.698169620068548,68.92000291694013,37.4098375913258,79.22192749778957,0.7957559681697612
Los Angeles,36418.0,2000001.0,129688.0,6.977318908232193,2.592124773463672,4001.0,2238.0,2.770780856423174,70.82198118542127,29.924762480092262,85.13097918611676,0.156516008567192
Los Angeles,7649.0,991300.0,92656.0,6.406066152438227,5.412472218590666,3290.0,1826.0,1.7954298150163222,80.7127312295974,19.335860896849265,16.74728722708851,0.522944175709243
Los Angeles,50152.0,457000.0,37700.0,29.54617961397352,4.059658637741267,2348.0,1079.0,39.29713662189111,39.08266546261805,10.761285691497848,34.52105598979104,4.35675546339129
Los Angeles,2718.0,328400.0,21964.0,49.374540103016926,5.26122148638705,2231.0,635.0,14.4,59.08571428571429,1.0669610007358352,68.21192052980132,2.428256070640177
Los Angeles,46185.0,348100.0,44838.0,25.75511529717441,4.5902349247591205,1820.0,986.0,7.202394928386945,76.71401737497065,3.0507740608422647,34.88578542816932,1.8187723286781423
Los Angeles,27873.0,361500.0,42500.0,27.73651921214078,2.601083485810641,1834.0,1179.0,7.247248968363136,77.50171939477303,3.537473540702472,45.48129013740896,3.02801994761956
Los Angeles,35916.0,444000.0,49443.0,17.63559416416082,2.263615101904444,2117.0,1255.0,12.49780174687848,73.87889090802508,6.838177970820804,26.364294464862457,3.569439803987081
Los Angeles,53980.0,406600.0,48559.0,17.988143756947018,3.849573916265284,1789.0,1175.0,7.801176570892659,72.86639952255094,5.1852537977028526,39.05150055576139,3.304927751018896
Los Angeles,25925.0,1178000.0,102117.0,9.342333654773384,1.8206364513018325,4001.0,1955.0,3.3962539173529627,75.64317469572188,26.57280617164899,69.46962391513982,0.6518804243008679
Los Angeles,46461.0,706900.0,67479.0,13.637244140246658,4.332666107057532,2711.0,1318.0,7.322615941419072,69.89310664085515,17.46410968339037,48.42125653774133,2.2384365381718
Los Angeles,59167.0,1121400.0,83899.0,9.692903138573866,3.309277130833065,3237.0,1783.0,6.26507459131108,73.46871929249919,25.07140804840536,63.22781280105464,1.264218229756452
Los Angeles,2428.0,1146700.0,118393.0,6.260296540362439,2.5123558484349258,4001.0,3045.0,1.2021857923497268,65.24590163934427,35.42009884678748,74.83525535420098,0.0
Los Angeles,21092.0,1228400.0,88535.0,11.14166508628864,6.357860800303433,4001.0,1770.0,4.483341010287118,71.60294795025334,34.30684619761047,80.32429357102218,0.5167836146406221
West Hollywood,20230.0,846700.0,93380.0,9.174493326742462,3.648047454275828,3310.0,1832.0,1.9006788138620936,73.37620578778134,38.976767177459216,80.72170044488384,0.0889767671774592
Los Angeles,8382.0,2000001.0,209531.0,4.318778334526366,2.0520162252445715,4001.0,2566.0,0.2718129926610492,76.62408263114978,25.06561679790026,82.37890718205679,0.6203769983297542
Playa Vista,9827.0,1030600.0,155417.0,10.847664597537396,1.974152844204742,4001.0,3042.0,0.6126747080222095,74.34424660156998,30.7316576778264,55.937722600997255,0.1526406838302635
Bell Gardens,101965.0,406800.0,44046.0,26.150149561123914,3.6100622762712695,2003.0,1245.0,6.770092256850416,74.64084086840776,3.185406757220615,79.41352424851665,3.2795567106360024
Beverly Hills,19314.0,2000001.0,147270.0,5.954230092161127,2.2522522522522523,4001.0,2488.0,0.957807953443259,77.1823472356935,25.277001139070105,86.32080356218287,0.7766387076731904
Beverly Hills,8019.0,1722200.0,86437.0,7.931163486719043,3.628881406659184,4001.0,1922.0,3.982403334105117,72.40101875434128,26.200274348422496,77.11684748721785,1.0724529243047762
Beverly Hills,13314.0,2000001.0,95080.0,9.794201592308848,3.1695959140754093,3985.0,2323.0,2.314176245210728,64.45977011494253,27.16689199339041,81.05753342346402,0.1276851434580141
Compton,52817.0,330800.0,57074.0,19.948122763504173,4.171005547456312,1774.0,1233.0,5.405533222984157,77.64956254433672,4.316791941988375,32.69969896056194,3.993032546339247
Compton,51688.0,364100.0,51377.0,19.604163442191613,4.469122426868906,1842.0,1196.0,4.907091755893791,76.59288423680799,2.878811329515555,37.80374555022442,3.627534437393592
Compton,33200.0,352800.0,49894.0,21.82831325301205,3.159638554216868,1830.0,1208.0,2.9983300440261123,76.37012296948535,4.021084337349397,40.16265060240964,2.963855421686747
Culver City,32687.0,769700.0,85524.0,11.337840731789395,2.260837641875975,2741.0,1789.0,4.4395629805191055,79.87744956355859,20.316945574693303,59.9932694955181,1.4225839018570074
Culver City,14780.0,1125200.0,90467.0,6.677943166441136,2.253044654939107,3714.0,1778.0,5.246842709529277,74.59242250287026,24.715832205683355,65.0338294993234,0.8389715832205683
Downey,26413.0,612400.0,86383.0,5.838034301291031,1.4046113656154169,2649.0,1547.0,1.7956124599890702,81.16949020220157,12.183394540567145,67.22825881194866,2.831938818006285
Downey,43215.0,582300.0,72715.0,10.341316672451695,3.218789772069884,2544.0,1402.0,2.7721433400946585,77.9822273737081,11.431216012958464,62.59169269929423,1.8558370936017587
Downey,42694.0,513900.0,71233.0,9.027029559188644,2.946549866491779,2236.0,1509.0,2.93861347792409,79.49748257164988,9.434580971565092,55.87201948751581,1.901906591090083
El Segundo,16731.0,1094300.0,109577.0,5.9171597633136095,3.849142310680772,3727.0,1928.0,1.3573162657250055,79.55197528139483,26.53756499910346,71.75303329149483,0.3825234594465364
Gardena,48293.0,455900.0,55561.0,17.224028327086742,2.946596815273435,2255.0,1290.0,3.757287842798532,75.1975815158713,11.66628703952954,25.79255792764997,1.820139564740232
Gardena,11607.0,490700.0,61448.0,10.493667614370638,2.438183854570518,2183.0,1275.0,1.920236336779912,84.60118168389955,13.569397777203411,31.29146204876368,1.6455587145687949
Gardena,26429.0,487900.0,60669.0,12.115479208445269,2.0091566082712173,2248.0,1248.0,3.562584870996086,76.94704049844236,12.970600476749023,28.75629043853343,2.289152067804306
Hawthorne,97072.0,567900.0,56304.0,14.41610351079611,3.040011537827592,2296.0,1271.0,5.2172450759884805,75.44615643327097,10.355200263721771,37.58962419647272,2.497115543102028
Hermosa Beach,19539.0,1542900.0,136702.0,4.488458979476944,2.589692410051692,4001.0,2181.0,1.1873462810618267,75.63395810363836,38.06233686473208,84.57955883105583,0.2763703362505758
Huntington Park,75019.0,411700.0,44962.0,21.594529385888908,3.885682293818899,1903.0,1095.0,7.894736842105263,67.74682190804324,3.2924992335275065,68.38400938428931,3.6310801263679866
Lawndale,34827.0,541000.0,65340.0,12.57932064203061,2.37459442386654,2389.0,1493.0,3.464082627364512,78.91377509574097,11.313061704998995,44.10084130128923,2.819651419875384
Lynwood,70536.0,399100.0,52313.0,17.167120335715097,3.7895542701599183,1928.0,1212.0,5.088518660220514,75.16608117978505,3.59532720880118,59.32715209254849,3.2111262334127253
Malibu,17954.0,2000001.0,152378.0,6.03208198730088,1.8937284170658348,4001.0,2396.0,1.5056612864370031,67.5620332450012,26.996769522112064,88.48724518213211,0.5235602094240838
Manhattan Beach,35500.0,2000001.0,153023.0,3.23661971830986,2.425352112676056,4001.0,2628.0,0.87909287807364,78.21378519556632,28.185915492957747,78.21408450704226,0.2338028169014084
Maywood,27287.0,387000.0,44124.0,23.86850881372082,3.8663099644519368,1861.0,1104.0,6.652395850485757,72.60003293265272,2.818191812951222,73.72375123685272,3.70139626928574
Pacific Palisades,21629.0,2000001.0,192500.0,4.355263766239771,1.7337833464330297,4001.0,2537.0,0.7534396156366019,75.94452937322559,26.79273198021175,87.71556706273984,0.3883674696009986
Palos Verdes Peninsula,25061.0,1655300.0,169919.0,4.800287298990464,1.500339172419297,4001.0,2619.0,0.4295704295704295,82.43756243756243,28.622161924903235,68.86796217229958,0.1795618690395435
Rancho Palos Verdes,42146.0,1155900.0,138293.0,4.164096236890808,1.838845916575713,3960.0,2645.0,1.0038267428317895,78.85863235538794,26.5837801926636,56.11683196507379,0.2016798747212072
Redondo Beach,34827.0,1089500.0,106185.0,4.232348465271198,2.325781721078473,3608.0,2061.0,1.7867286341337465,77.85179447456751,28.968903436988544,75.12849226175094,0.221092830275361
Redondo Beach,40252.0,881900.0,116783.0,3.669382887806817,2.0048693232634403,3501.0,2049.0,1.3973095869647594,78.95509662751041,25.83474113087549,68.17052568816456,0.7502732783464175
South Gate,94642.0,408200.0,52321.0,17.0960038883371,4.764269563196044,1944.0,1160.0,5.761395772420074,71.46383549825049,4.379662306375605,62.87272035671266,2.675344984256461
Topanga,5681.0,1036300.0,129772.0,6.002464354867101,3.6613272311212817,4001.0,2853.0,1.7675050985723997,70.25832766825289,22.707269846857947,88.66396761133603,0.0
Venice,26950.0,1650000.0,99652.0,10.448979591836734,3.5732838589981446,4001.0,2100.0,3.482734153263954,60.42455061494797,34.12987012987013,82.0556586270872,0.9202226345083488
Marina Del Rey,23549.0,978900.0,114726.0,13.635398530723172,2.3313091851034016,4001.0,2968.0,1.4652261985145172,69.60837272113437,36.20535903860036,74.68682321966962,0.2123232409019491
Playa Del Rey,12728.0,800400.0,105865.0,6.253928346951603,2.0191703331238213,2980.0,2281.0,0.6299407114624506,82.33695652173913,37.30358265241986,69.49245757385292,0.0628535512256442
Inglewood,38234.0,437400.0,47464.0,17.66752105455877,4.4646126484281,1963.0,1300.0,7.688396791323014,70.5061574963281,6.852539624418057,31.417063346759427,2.7043992258199507
Inglewood,30017.0,484800.0,51850.0,18.76270113602292,5.946630242862378,2068.0,1376.0,5.766062602965404,73.277045579352,13.625612153113236,28.71039744144985,1.8123063597294864
Inglewood,24374.0,468900.0,55897.0,15.840649872815296,2.732419791581193,2021.0,1364.0,6.001829826166515,69.30466605672461,6.56437187166653,31.570525970296217,3.442192500205137
Inglewood,25946.0,472600.0,49120.0,20.411624142449703,3.017806212903724,2051.0,1180.0,6.534508076358296,65.5245553923968,5.045093656054883,47.81083789408772,2.57457796962923
Inglewood,15042.0,537800.0,80165.0,10.902805477994947,2.865310464034038,2348.0,1576.0,3.509942613105565,79.68770852795943,16.101582236404735,7.804813189735407,1.316314319904268
Santa Monica,7111.0,1079500.0,82681.0,13.753339895935872,5.737589649838279,4001.0,1796.0,4.950727358047865,59.45565462224308,33.89115454928983,75.81212206440726,0.3093798340599072
Santa Monica,11882.0,2000001.0,154583.0,5.85759973068507,2.996128597879145,4001.0,1817.0,1.2425816023738872,70.79005934718101,26.63692980979633,85.11193401784212,0.0
Santa Monica,23902.0,1246500.0,107420.0,7.451259308844448,2.731988954899172,3885.0,1959.0,3.7305044260222,64.59182239707742,35.6120826709062,80.06442975483223,0.1757175131788134
Santa Monica,22929.0,834400.0,78542.0,11.692616337389332,3.353831392559641,3349.0,1702.0,5.698952210580117,64.88627651418349,25.478651489380265,65.48475729425618,1.8753543547472635
Santa Monica,28156.0,1460400.0,95674.0,10.594544679641997,2.898138940190368,3814.0,1748.0,3.6133241327394767,67.6306379775422,31.701946299190222,78.06506606051995,0.9163233413837192
Torrance,41975.0,645400.0,71712.0,15.518761167361523,2.949374627754616,2688.0,1448.0,3.491892947841375,78.4137526860715,16.495533055390112,35.75461584276355,1.6795711733174508
Torrance,17778.0,459900.0,73826.0,10.316121048486892,2.2668466644166947,2088.0,1418.0,1.261720106493807,81.40988540340317,22.15097311283609,31.99460006749916,2.7224659691753854
Torrance,44605.0,798800.0,93063.0,7.270485371595113,2.0221948212083847,2900.0,1815.0,1.6580454461481615,81.17956770737115,26.52169039345365,45.27295146284049,0.9034861562605088
Torrance,33410.0,633500.0,90210.0,8.946423226578869,2.412451361867704,2578.0,1563.0,1.9802587211084544,80.65722518545766,22.06225680933852,39.503142771625264,1.3229571984435795
Torrance,37220.0,863300.0,99764.0,4.443847393874261,1.7571198280494358,3144.0,1781.0,2.0296729358557166,82.72571838288015,25.26061257388501,50.0,0.5265986029016658
Whittier,32053.0,550700.0,76732.0,8.704333447727201,1.853180669516114,2405.0,1372.0,1.2231259063110775,84.03001071811362,13.168814151561476,50.971827910024025,1.653511371790472
Whittier,25581.0,548800.0,55216.0,14.936867206129548,2.4041280637973497,2401.0,1278.0,2.179114681251068,77.76448470346949,6.915288690825222,41.93737539580157,2.548766662757515
Whittier,21584.0,607200.0,103535.0,4.29948109710897,2.057079318013343,2626.0,1891.0,0.7555009915950515,82.63292095570876,13.352483320978502,65.24740548554485,0.9683098591549296
Whittier,42911.0,527200.0,74944.0,7.39204399804246,2.3793432919298083,2296.0,1501.0,1.041511679809552,86.26692456479691,8.102817459392696,48.70079932884342,1.3772692316655404
Whittier,40192.0,474900.0,78297.0,10.81060907643312,2.5950437898089174,2222.0,1507.0,1.7055401818489864,82.5097419099791,8.456906847133759,44.852209394904456,2.4159036624203822
Whittier,32987.0,444800.0,74986.0,8.85197198896535,2.322126898475157,2058.0,1497.0,2.161127068800438,84.63274517849815,7.545396671416013,40.5432443083639,2.476733258556401
Buena Park,46414.0,576700.0,91512.0,8.15702158831387,2.4109105011418968,2299.0,1820.0,2.034632034632035,83.5021645021645,16.359288145818073,53.9061490067652,1.044943336062395
Buena Park,35598.0,591500.0,67650.0,17.779088712849035,3.2333277150401707,2602.0,1580.0,3.302987861811391,78.5655929038282,14.37721220293275,40.83375470532052,1.7978538120119107
La Palma,15662.0,660200.0,107480.0,4.482186183118376,2.030392031669008,2559.0,1771.0,1.2320606552937992,82.72407256972652,23.16434682671434,40.21836291661346,0.9066530455880476
Cypress,49205.0,632300.0,93183.0,6.495274870439996,2.121735595976019,2593.0,1891.0,1.765623024735578,81.81281867599343,19.35778884259729,50.67980896250381,1.4368458489990854
La Habra,69064.0,577600.0,83629.0,11.07233870033592,3.770415846171667,2413.0,1576.0,1.5890591333492938,80.93428297821403,13.523688173288544,57.83331402756863,1.4754430672998955
La Mirada,49227.0,570200.0,95723.0,5.393381680784935,3.126333109878725,2348.0,1687.0,1.8281060474787727,81.61930341361982,14.802852093363398,51.15079123245373,1.4524549535823836
Montebello,62730.0,492200.0,56009.0,13.862585684680376,3.5676709708273555,2169.0,1334.0,6.045235034569016,74.71424104506131,9.727403156384504,56.30161007492428,2.3896062490036667
Norwalk,105304.0,440800.0,70667.0,11.12303426270607,2.8526931550558383,2048.0,1592.0,2.577093888784637,82.1709305477367,9.23231786067006,37.34141153232546,3.514586340499886
Pico Rivera,63001.0,440600.0,67636.0,8.734781987587498,2.558689544610403,1962.0,1403.0,2.8171875529069177,83.68943216063387,6.268154473738512,52.23726607514166,3.871367121156807
Santa Fe Springs,16700.0,448900.0,71343.0,11.790419161676647,1.407185628742515,2196.0,1413.0,1.5410299216643124,82.71478104533196,9.610778443113771,47.02395209580838,3.862275449101797
Stanton,30531.0,400200.0,59220.0,17.035144607120632,2.325505224198356,2039.0,1643.0,3.11167051255157,78.90357317670093,9.819527693164323,49.27778323671023,2.721823720153287
Artesia,16801.0,543200.0,67765.0,8.416165704422356,2.654603892625439,2385.0,1662.0,0.8184818481848185,74.75907590759076,15.141955835962143,28.18284625915124,1.1963573596809711
Cerritos,50589.0,683300.0,105832.0,4.837019905513056,2.882049457391924,2653.0,2385.0,2.176239743132358,82.9067070995362,25.584613255846133,19.945047342307618,1.180098440372413
Avalon,3979.0,634200.0,73287.0,14.80271424981151,0.0251319426991706,3061.0,1555.0,0.0,25.31527323680524,10.555415933651672,81.5028901734104,1.2817290776577028
Bellflower,77195.0,458600.0,60011.0,12.759893775503595,2.90433318220092,2262.0,1368.0,2.696210044371591,82.18918689766272,8.674136925966708,31.63805945980957,2.088218148843837
Harbor City,28045.0,500600.0,63907.0,15.211267605633802,3.562132287395257,2402.0,1203.0,3.85831752055661,81.6729917773561,12.840078445355678,38.42039579247638,2.0930647174184345
Lakewood,31217.0,572000.0,96634.0,5.356055995130858,2.6459941698433544,2398.0,1991.0,1.81385476297678,84.77519778735447,16.35326905211904,49.33529807476695,1.1372008841336452
Lakewood,28202.0,593600.0,102970.0,4.8755407417913625,2.964328771009148,2410.0,1998.0,1.4997401440344496,85.87125993021012,14.0344656407347,60.60563080632579,0.8439117793064321
Lakewood,20256.0,477300.0,76105.0,11.068325434439178,2.7498025276461298,2174.0,1699.0,2.589223233030091,79.61611516545037,14.494470774091628,34.30588467614534,1.96978672985782
Hawaiian Gardens,14285.0,366400.0,50149.0,23.878193909695486,2.681134056702835,1771.0,1403.0,0.8076239702794379,73.80067840413504,4.354217710885544,20.063003150157503,2.2751137556877845
Lomita,21508.0,603200.0,71388.0,10.782034591779803,1.655198065835968,2657.0,1377.0,2.9193008553365565,82.04722945332837,17.388878556816067,56.16979728473126,1.6412497675283615
Los Alamitos,22261.0,894600.0,106332.0,6.841561475225731,2.353892457661381,3405.0,1912.0,1.186005139355604,80.78671674243921,22.456313732536724,70.19451057903957,1.3296797089079555
Paramount,54513.0,343800.0,55670.0,16.550180690844385,2.549850494377488,1786.0,1388.0,2.3363138159792327,78.59821171041246,4.507181773155027,47.17590299561572,3.621154586979253
San Pedro,60659.0,590700.0,53456.0,17.50111277798843,3.666397401869467,2614.0,1330.0,4.959278650378127,77.88321698662013,10.620023409551756,56.07411925682916,1.1605862279299033
San Pedro,22780.0,615000.0,104567.0,5.904302019315189,3.459174714661984,2651.0,2034.0,1.7054986020503262,83.44827586206897,20.746268656716417,66.22914837576822,0.5399473222124671
Seal Beach,24307.0,370100.0,68947.0,5.6115522277533225,1.6744147776360718,3236.0,1930.0,1.6231764947606329,81.16909800698582,25.029826798864523,79.21174970173202,0.5224832352820176
Sunset Beach,692.0,1117600.0,82614.0,4.913294797687861,6.791907514450867,3208.0,1992.0,0.0,76.95652173913044,24.277456647398843,93.20809248554912,2.4566473988439306
Wilmington,56880.0,397700.0,50875.0,19.906821378340364,2.8322784810126582,2032.0,1146.0,4.27837761332848,76.04027659832585,3.859001406469761,53.31047819971871,3.4247538677918423
Carson,56930.0,445100.0,80176.0,8.879325487440717,2.982610223080977,2145.0,1485.0,2.979693937610359,78.42848734549735,15.615668364658353,29.41682768311962,2.7911470226594064
Carson,27075.0,506600.0,89364.0,7.700831024930748,3.674976915974146,2315.0,1759.0,3.283108643933386,85.5035685963521,14.637119113573409,14.89196675900277,2.3010156971375806
Signal Hill,11545.0,507500.0,75426.0,16.457340840190557,2.936336076223473,2419.0,1449.0,3.273709078636517,85.03206209922377,23.10090948462538,49.33737548722391,5.396275443915115
Long Beach,38962.0,404100.0,54616.0,18.17411837174683,3.752374108105333,2152.0,1307.0,6.9377673885237945,67.85604022405505,19.904009034443817,59.25003849905036,2.954160464041887
Long Beach,32126.0,897800.0,90278.0,8.572495797796178,2.670733984934321,3221.0,1703.0,2.3440374205076995,79.94428969359332,26.61395754217768,79.78273049866152,2.069974475502708
Long Beach,39239.0,517600.0,52948.0,19.646270292311225,2.390478860317541,2357.0,1360.0,6.354287931703532,75.93616608459449,13.068630699049416,55.49071077244578,9.296873008996153
Long Beach,95995.0,405300.0,50914.0,19.77394655971665,4.315849783842909,1999.0,1212.0,4.167073766487543,80.74987787005374,6.326371165164852,25.253398614511173,2.653263190791187
Long Beach,41990.0,466000.0,54437.0,19.96665872826864,2.3076923076923075,2222.0,1189.0,9.243606415257911,74.290203727785,7.8494879733269824,46.87068349607049,12.110026196713504
Long Beach,32202.0,608400.0,78948.0,6.642444568660332,1.9688218123097945,2647.0,1411.0,3.836199459366193,76.89078046816587,18.67896403950065,48.97832432768151,1.1955779144152536
