City,ActualHouseValue,RandomForestPredictedHouseValue,Lat,Lng
Leggett,319200.0,583298.0,39.87,-123.7
Whitethorn,400900.0,458684.0,40.1,-124.0
Auburn,422700.0,499544.0,38.99,-121.1
Auburn,372900.0,423560.0,38.9,-121.1
West Sacramento,225700.0,230848.0,38.59,-121.54
Carmichael,354700.0,382623.0,38.62,-121.33
Citrus Heights,276300.0,292285.0,38.69,-121.27
Clarksburg,473900.0,286491.0,38.4,-121.6
Cool,343700.0,483132.0,38.89,-120.98
Courtland,334000.0,639081.0,38.31,-121.55
Davis,603200.0,600379.0,38.56,-121.82
Davis,617800.0,673254.0,38.6,-121.7
Diamond Springs,241900.0,370831.0,38.68,-120.82
Dixon,339600.0,362752.0,38.4,-121.8
Citrus Heights,221800.0,269007.0,38.69,-121.31
El Dorado,357600.0,385638.0,38.62,-120.83
Elk Grove,350200.0,397415.0,38.4,-121.3
Elverta,290600.0,285261.0,38.74,-121.47
Esparto,220600.0,290762.0,38.7,-122.0
Fair Oaks,377500.0,427044.0,38.66,-121.26
Fiddletown,336700.0,413034.0,38.5,-120.7
Folsom,456900.0,515918.0,38.67,-121.15
Foresthill,317600.0,373454.0,39.1,-120.8
Galt,290500.0,345097.0,38.3,-121.3
Georgetown,262300.0,269786.0,38.9,-120.7
Herald,461000.0,406295.0,38.3,-121.1
Ione,257700.0,318261.0,38.3,-120.9
Isleton,212200.0,295230.0,38.17,-121.6
Jackson,280300.0,318032.0,38.3,-120.8
Knights Landing,171200.0,202953.0,38.9,-121.8
Lincoln,394800.0,431642.0,38.9,-121.3
Loomis,484400.0,580432.0,38.82,-121.18
Madison,180400.0,309998.0,38.679,-121.97
Newcastle,469200.0,566924.0,38.87,-121.15
Nicolaus,358000.0,276551.0,38.8,-121.6
North Highlands,162900.0,196463.0,38.67,-121.38
Roseville,409700.0,486361.0,38.74,-121.26
Orangevale,330900.0,359893.0,38.68,-121.23
Penryn,573900.0,717009.0,38.85,-121.18
Pine Grove,274100.0,356554.0,38.39,-120.66
Pioneer,244300.0,240983.0,38.6,-120.3
Placerville,342100.0,395350.0,38.8,-120.6
Pleasant Grove,449000.0,367716.0,38.8,-121.5
Plymouth,340800.0,346378.0,38.5,-120.9
Rancho Cordova,274500.0,316645.0,38.6,-121.27
Rescue,447700.0,588731.0,38.73,-120.98
Rio Linda,223500.0,260858.0,38.69,-121.47
Rio Oso,374500.0,530183.0,38.96,-121.49
Rocklin,372300.0,439642.0,38.8,-121.23
Roseville,327000.0,357760.0,38.77,-121.28
Shingle Springs,431900.0,491896.0,38.6,-121.0
Sloughhouse,442000.0,592745.0,38.5,-121.1
Somerset,291300.0,266175.0,38.6,-120.6
Sutter Creek,372800.0,356839.0,38.4,-120.7
Thornton,208300.0,213663.0,38.224,-121.422
Vacaville,340300.0,427535.0,38.4,-121.9
Vacaville,423700.0,497199.0,38.4,-122.0
Walnut Grove,449500.0,585314.0,38.2,-121.6
West Sacramento,322000.0,391910.0,38.6,-121.6
Wheatland,247600.0,345100.0,39.0,-121.4
Wilton,519000.0,601986.0,38.4,-121.2
Winters,359400.0,398599.0,38.6,-122.0
Woodland,334200.0,370720.0,38.8,-121.9
Alta,367000.0,362404.0,39.22,-120.8
Applegate,344200.0,389255.0,38.99,-121.0
Camino,347800.0,373529.0,38.75,-120.68
Colfax,325500.0,374962.0,39.1,-120.7
Dutch Flat,250000.0,361949.0,39.2,-120.84
Gold Run,309100.0,261719.0,39.18,-120.85
Meadow Vista,454900.0,504617.0,39.0,-121.03
Pollock Pines,271700.0,303528.0,38.8,-120.5
Rancho Cordova,368800.0,450758.0,38.57,-121.19
Granite Bay,680600.0,721262.0,38.75,-121.17
Roseville,416600.0,476077.0,38.78,-121.37
Elk Grove,392900.0,506351.0,38.34,-121.43
Elk Grove,312100.0,370959.0,38.43,-121.44
El Dorado Hills,584400.0,685770.0,38.7,-121.1
Rocklin,449600.0,535509.0,38.83,-121.29
Woodland,314100.0,410565.0,38.7,-121.7
Sacramento,481000.0,601762.0,38.58,-121.49
Sacramento,378000.0,410781.0,38.58,-121.49
Sacramento,177100.0,188150.0,38.61,-121.45
Sacramento,504400.0,574738.0,38.58,-121.47
Sacramento,287300.0,325389.0,38.55,-121.45
Sacramento,492400.0,548266.0,38.56,-121.49
Sacramento,471300.0,545991.0,38.57,-121.44
Sacramento,206500.0,222067.0,38.54,-121.45
Sacramento,293200.0,343172.0,38.63,-121.38
Sacramento,266400.0,284269.0,38.51,-121.5
Sacramento,194000.0,228890.0,38.47,-121.44
Sacramento,152900.0,173991.0,38.52,-121.44
Sacramento,251500.0,318583.0,38.59,-121.41
Sacramento,254700.0,303716.0,38.54,-121.39
Sacramento,216300.0,275579.0,38.56,-121.32
Sacramento,201100.0,242454.0,38.49,-121.4
Sacramento,340500.0,372485.0,38.46,-121.36
Sacramento,519500.0,382058.0,38.5,-121.27
Sacramento,375200.0,430093.0,38.52,-121.53
Sacramento,205100.0,246882.0,38.42,-121.5
Sacramento,228000.0,294845.0,38.63,-121.55
Sacramento,286000.0,369013.0,38.64,-121.52
Sacramento,348200.0,464853.0,38.67,-121.53
Sacramento,169900.0,211432.0,38.65,-121.44
Sacramento,214900.0,240368.0,38.66,-121.35
Sacramento,197500.0,217196.0,38.68,-121.35
Antelope,275700.0,318167.0,38.72,-121.36
Sacramento,531300.0,616911.0,38.59,-121.38
Marysville,190900.0,260413.0,39.2,-121.5
Arbuckle,259600.0,289507.0,39.0,-122.0
Berry Creek,173000.0,150295.0,39.7,-121.3
Biggs,189700.0,228909.0,39.42,-121.67
Browns Valley,356100.0,407998.0,39.3,-121.3
Brownsville,202000.0,209107.0,39.43,-121.28
Camptonville,197300.0,277126.0,39.6,-121.0
Chico,286300.0,284042.0,39.74,-121.84
Chico,317800.0,363723.0,39.7,-121.8
Colusa,234400.0,271433.0,39.3,-122.0
Dunnigan,137900.0,217680.0,38.889,-121.974
Durham,404500.0,602644.0,39.6,-121.8
Elk Creek,141000.0,212665.0,39.5,-122.6
Glenn,379700.0,372432.0,39.6,-122.0
Grass Valley,336200.0,342713.0,39.2,-120.9
Penn Valley,364800.0,385013.0,39.2,-121.2
Greenville,170500.0,222756.0,40.2,-120.9
Gridley,185900.0,233111.0,39.4,-121.8
Grass Valley,354700.0,379180.0,39.1,-121.1
Hamilton City,166800.0,171576.0,39.73,-121.98
Live Oak,185900.0,227377.0,39.2,-121.8
Magalia,159900.0,200524.0,39.9,-121.5
Maxwell,211600.0,227686.0,39.31,-122.17
Meridian,239900.0,316944.0,39.1,-121.8
Nevada City,410000.0,466807.0,39.4,-120.8
North San Juan,247500.0,260298.0,39.4,-121.1
Olivehurst,198900.0,266331.0,39.0,-121.5
Orland,232600.0,240654.0,39.7,-122.4
Oroville,161200.0,196884.0,39.6,-121.6
Oroville,184000.0,199926.0,39.5,-121.4
Palermo,121800.0,146987.0,39.43,-121.56
Paradise,209100.0,277442.0,39.7,-121.7
Princeton,254200.0,241017.0,39.43,-122.07
Quincy,234600.0,250670.0,39.9,-121.0
Chico,308800.0,363612.0,39.9,-121.8
Rough And Ready,331500.0,373298.0,39.23,-121.16
Smartsville,278500.0,524919.0,39.17,-121.32
Stonyford,268200.0,231317.0,39.3,-122.5
Sutter,212100.0,287863.0,39.18,-121.81
Williams,180100.0,246434.0,39.1,-122.3
Willows,204100.0,213925.0,39.5,-122.3
Yuba City,197700.0,254270.0,39.0,-121.6
Yuba City,274000.0,296768.0,39.1,-121.7
Redding,264200.0,304722.0,40.6,-122.5
Redding,232100.0,265184.0,40.53,-122.32
Redding,243900.0,272007.0,40.7,-122.3
Anderson,204400.0,208468.0,40.5,-122.3
Bella Vista,238800.0,308132.0,40.7,-122.1
Big Bar,222900.0,178599.0,40.79,-123.22
Burney,141900.0,165397.0,41.0,-121.7
Castella,333300.0,268340.0,41.1,-122.4
Shasta Lake,162800.0,215818.0,40.68,-122.37
Chester,177700.0,249388.0,40.3,-121.3
Corning,166300.0,184453.0,39.9,-122.3
Cottonwood,239400.0,249313.0,40.4,-122.4
Dorris,107500.0,106957.0,41.9,-122.0
Douglas City,241400.0,249276.0,40.6,-122.8
Dunsmuir,162200.0,228688.0,41.2,-122.3
Etna,227900.0,252338.0,41.4,-122.9
Fall River Mills,279700.0,252878.0,41.1,-121.5
Flournoy,323100.0,280491.0,39.9,-122.6
Fort Jones,275500.0,235659.0,41.6,-122.9
French Gulch,107500.0,166210.0,40.8,-122.6
Gazelle,187500.0,165307.0,41.4,-122.6
Gerber,157200.0,188900.0,40.04,-122.2
Grenada,155000.0,143533.0,41.59,-122.52
Happy Camp,132100.0,172988.0,41.8,-123.5
Hayfork,281300.0,201267.0,40.5,-123.2
Hornbrook,158700.0,205434.0,41.9,-122.5
Igo,237500.0,286056.0,40.5,-122.7
Junction City,295700.0,193485.0,40.8,-123.1
Klamath River,174000.0,178791.0,41.9,-123.0
Lakehead,244800.0,270470.0,40.9,-122.3
Lewiston,225600.0,200632.0,40.8,-122.8
Los Molinos,176300.0,205643.0,40.1,-121.8
Mcarthur,212000.0,223938.0,41.0,-121.1
Mccloud,195900.0,214682.0,41.4,-121.9
Macdoel,141400.0,149710.0,41.8,-121.9
Manton,386400.0,243464.0,40.4,-121.8
Millville,370300.0,369059.0,40.6,-122.1
Mineral,187500.0,235815.0,40.37,-121.61
Montague,162300.0,200864.0,41.8,-122.3
Montgomery Creek,294400.0,343357.0,41.0,-122.0
Mount Shasta,255500.0,268988.0,41.3,-122.3
Oak Run,235300.0,259672.0,40.7,-122.0
Palo Cedro,371700.0,413881.0,40.56,-122.23
Red Bluff,191800.0,218895.0,40.1,-122.4
Round Mountain,205800.0,201807.0,40.79,-121.947
Seiad Valley,167700.0,236743.0,41.9,-123.1
Shingletown,215000.0,226993.0,40.5,-121.8
Tehama,156900.0,171819.0,40.026,-122.123
Trinity Center,367000.0,269428.0,41.1,-122.7
Weaverville,292500.0,312728.0,40.75,-122.94
Weed,193800.0,250839.0,41.4,-122.4
Whitmore,287100.0,262711.0,40.7,-121.8
Yreka,155800.0,181331.0,41.8,-122.7
Alturas,116900.0,151645.0,41.6,-120.7
Blairsden-graeagle,284500.0,387791.0,39.8,-120.7
Cedarville,218500.0,164386.0,41.4,-120.1
Coleville,215200.0,265728.0,38.2,-119.2
Doyle,151800.0,172260.0,39.9,-120.1
Fort Bidwell,291700.0,919499.07,41.85,-120.17
Janesville,226100.0,317035.0,40.3,-120.5
Loyalton,116900.0,197662.0,39.6,-120.2
Markleeville,329800.0,321302.0,38.6,-119.8
Portola,212800.0,281318.0,39.8,-120.4
Susanville,182200.0,231250.0,40.5,-120.5
Tulelake,83900.0,155061.0,41.7,-121.3
Westwood,171800.0,300988.0,40.5,-121.0
Carnelian Bay,596600.0,472496.0,39.227,-120.083
Tahoma,472600.0,396747.0,39.066,-120.142
Kings Beach,394300.0,444773.0,39.23,-120.02
Tahoe City,627100.0,583068.0,39.187,-120.116
Olympic Valley,877500.0,775986.0,39.18,-120.22
Tahoe Vista,703100.0,643163.0,39.24,-120.045
South Lake Tahoe,395300.0,405792.0,38.8,-120.1
Truckee,533800.0,587754.0,39.2,-120.4
Aiea,632600.0,628921.0,21.4,-157.92
Anahola,437400.0,303607.0,22.16,-159.32
Captain Cook,439400.0,441792.0,19.3,-155.5
Eleele,414200.0,475006.0,21.903,-159.587
Ewa Beach,530500.0,675958.0,21.34,-158.01
Kapolei,537200.0,587731.0,21.36,-158.08
Haiku,749400.0,786550.0,20.9,-156.2
Haleiwa,1111500.0,949422.0,21.64,-158.05
Hana,403500.0,641775.0,20.65,-156.07
Hanalei,930600.0,687127.0,22.204,-159.498
Hanapepe,404400.0,442039.0,21.91,-159.588
Hauula,595100.0,514370.0,21.57,-157.92
Hawi,373800.0,310216.0,20.23,-155.83
Hilo,305900.0,303927.0,19.7,-155.2
Princeville,741900.0,864928.01,22.16,-159.46
Holualoa,570100.0,617896.0,19.6,-155.8
Honokaa,360000.0,298627.0,20.0,-155.5
Honomu,255000.0,245033.0,19.86,-155.11
Hoolehua,171500.0,131808.0,21.1,-157.0
Kaaawa,652300.0,478279.0,21.54,-157.85
Kahuku,550600.0,532165.0,21.67,-157.97
Kahului,541400.0,643753.0,20.7,-156.6
Kailua,905200.0,940744.0,21.4,-157.75
Ocean View,142400.0,136525.0,19.085,-155.778
Waikoloa,410100.0,510232.0,19.9,-155.8
Kailua Kona,488200.0,558917.0,19.7,-155.8
Kalaheo,650700.0,721631.0,22.1,-159.6
Kamuela,450000.0,496016.0,20.0,-155.6
Kaneohe,707800.0,722525.0,21.45,-157.84
Kapaa,527500.0,445491.0,22.1,-159.39
Kaunakakai,301500.0,292825.0,21.088,-157.019
Keaau,256500.0,293130.0,19.6,-155.0
Kealakekua,468500.0,416462.0,19.5,-155.8
Kekaha,371500.0,337602.0,21.969,-159.713
Kihei,599900.0,683641.0,20.7,-156.4
Kilauea,709600.0,667857.0,22.18,-159.39
Kapaau,341600.0,350419.0,20.24,-155.8
Koloa,649200.0,620293.0,21.92,-159.43
Kualapuu,270000.0,239797.0,21.17,-157.03
Kurtistown,231500.0,241642.0,19.58,-155.06
Lahaina,643400.0,706134.0,20.9,-156.6
Laie,660700.0,839914.03,21.63,-157.95
Lanai City,401600.0,340478.0,20.8,-156.9
Laupahoehoe,440300.0,316092.0,19.988,-155.238
Lawai,585500.0,607937.0,21.927,-159.499
Lihue,474300.0,651843.0,25.0,-169.0
Makawao,616100.0,622510.0,20.9,-156.3
Mountain View,176900.0,182205.0,19.551,-155.107
Naalehu,235500.0,248598.0,19.0,-155.6
Paauilo,269600.0,405805.0,20.03,-155.37
Pahala,216400.0,221430.0,19.202,-155.476
Pahoa,193800.0,173388.0,19.4,-155.0
Paia,662200.0,703611.0,20.9,-156.38
Papaikou,195800.0,323887.0,19.83,-155.15
Pearl City,609300.0,692949.0,21.41,-157.95
Pepeekeo,250000.0,330273.0,19.84,-155.1
Volcano,188800.0,203465.0,19.433,-155.234
Wahiawa,524400.0,502770.0,21.53,-158.01
Mililani,594500.0,616777.0,21.46,-157.99
Kula,746200.0,651515.0,20.7,-156.2
Waialua,640000.0,745493.0,21.56,-158.12
Waianae,363900.0,476454.0,21.5,-158.2
Wailuku,466800.0,509972.0,20.9,-156.5
Waimanalo,534400.0,497027.0,21.34,-157.71
Waimea,386600.0,502394.0,21.956,-159.665
Waipahu,561500.0,619836.0,21.39,-158.01
Honolulu,596400.0,672136.0,21.31,-157.85
Honolulu,525900.0,743710.0,21.29,-157.85
Honolulu,492200.0,579116.0,21.27,-157.82
Honolulu,853600.0,779410.0,21.3,-157.79
Honolulu,651900.0,708327.0,21.34,-157.84
Honolulu,492400.0,574023.0,21.35,-157.93
Honolulu,672800.0,744125.0,21.35,-157.88
Honolulu,1033200.0,1062650.01,21.3,-157.75
Honolulu,660700.0,627648.0,21.32,-157.82
Honolulu,816600.0,817798.0,21.29,-157.69
Honolulu,396000.0,491760.0,21.29,-157.82
Aurora,311200.0,348599.0,45.24,-122.8
Beavercreek,385100.0,414619.0,45.24,-122.47
Beaverton,275300.0,316158.0,45.5,-122.8
Beaverton,281700.0,356079.0,45.52,-122.86
Beaverton,315000.0,390021.0,45.45,-122.88
Beaverton,313800.0,361820.0,45.46,-122.8
Boring,357900.0,366031.0,45.42,-122.34
Canby,291000.0,301906.0,45.2,-122.7
Cascade Locks,189400.0,200932.0,45.6,-122.1
Clackamas,304700.0,360679.0,45.41,-122.53
Clatskanie,179700.0,223426.0,46.0,-123.3
Colton,315700.0,290551.0,45.2,-122.4
Columbia City,243900.0,260723.0,45.89,-122.81
Corbett,342900.0,350978.0,45.5,-122.1
Donald,166600.0,239708.0,45.223,-122.838
Dufur,204300.0,195497.0,45.4,-121.2
Eagle Creek,339400.0,322513.0,45.34,-122.31
Estacada,322400.0,323152.0,45.1,-122.1
Fairview,239400.0,287971.0,45.55,-122.44
Gervais,203800.0,222804.0,45.1,-122.9
Gladstone,244900.0,326319.0,45.39,-122.6
Grass Valley,97500.0,155458.0,45.3,-120.7
Gresham,225700.0,269770.0,45.51,-122.43
Hood River,344700.0,319164.0,45.6,-121.7
Hubbard,195900.0,255750.0,45.17,-122.79
Lake Oswego,660000.0,772079.0,45.41,-122.68
Lake Oswego,462700.0,586270.0,45.41,-122.72
Maupin,159900.0,177760.0,45.0,-121.2
Molalla,252000.0,287080.0,45.0,-122.5
Moro,164400.0,205002.0,45.4,-120.6
Mosier,327500.0,240654.0,45.6,-121.4
Mount Hood Parkdale,365400.0,284746.0,45.4,-121.6
Mulino,371400.0,266261.0,45.21,-122.55
Oregon City,322900.0,353928.0,45.3,-122.5
Rainier,220900.0,221095.0,46.0,-123.0
Rhododendron,233300.0,303692.0,45.4,-121.9
Rufus,110900.0,155867.0,45.69,-120.74
Saint Helens,205400.0,246517.0,45.9,-122.9
Warren,333900.0,317243.0,45.82,-122.89
Deer Island,235100.0,280787.0,46.0,-122.9
Sandy,274600.0,314374.0,45.4,-122.2
Scappoose,252700.0,296607.0,45.8,-123.0
The Dalles,191200.0,212248.0,45.6,-121.2
Troutdale,250700.0,315511.0,45.53,-122.38
Tualatin,375800.0,415084.0,45.37,-122.76
Tygh Valley,171600.0,176400.0,45.2,-121.3
Vernonia,171300.0,243400.0,45.9,-123.2
Wasco,146300.0,175876.0,45.6,-120.7
Welches,260500.0,290468.0,45.2,-121.9
West Linn,452400.0,527790.0,45.34,-122.66
Wilsonville,386700.0,417892.0,45.31,-122.78
Woodburn,175200.0,221868.0,45.1,-122.8
Gresham,279300.0,335494.0,45.5,-122.4
Happy Valley,414200.0,486315.0,45.44,-122.53
Damascus,382800.0,391758.0,45.42,-122.45
Amity,265400.0,282697.0,45.1,-123.2
Astoria,244500.0,266313.0,46.1,-123.7
Banks,401400.0,426806.0,45.7,-123.1
Bay City,199300.0,209457.0,45.6,-123.7
Cannon Beach,447700.0,396676.0,45.89,-123.96
Carlton,306000.0,361755.0,45.3,-123.3
Cloverdale,246200.0,228750.0,45.2,-123.9
Cornelius,223600.0,268293.0,45.5,-123.0
Dayton,245200.0,237993.0,45.2,-123.1
Dundee,295600.0,352032.0,45.26,-123.03
Forest Grove,266300.0,295217.0,45.6,-123.2
Garibaldi,196900.0,190068.0,45.56,-123.91
Gaston,356600.0,351511.0,45.5,-123.3
Hammond,265700.0,208940.0,46.23,-123.98
Hillsboro,275100.0,333706.0,45.4,-123.0
Hillsboro,321900.0,357410.0,45.6,-123.0
Lafayette,196500.0,212524.0,45.25,-123.11
Mcminnville,233200.0,250032.0,45.2,-123.3
Manzanita,447200.0,563757.0,45.71,-123.93
Nehalem,237800.0,255434.0,45.7,-123.8
Newberg,286700.0,335524.0,45.3,-123.0
North Plains,369700.0,411695.0,45.7,-123.0
Rockaway Beach,191600.0,203557.0,45.63,-123.92
Saint Paul,368100.0,410406.0,45.2,-123.0
Seaside,276400.0,267433.0,45.9,-123.7
Sherwood,389700.0,432213.0,45.3,-122.9
Tillamook,226900.0,214731.0,45.6,-123.7
Tolovana Park,494400.0,450276.0,45.875,-123.961
Warrenton,235300.0,254008.0,46.1,-123.9
Wheeler,257900.0,227492.0,45.69,-123.89
Yamhill,324500.0,371129.0,45.4,-123.3
Portland,592500.0,640836.0,45.51,-122.69
Portland,460200.0,485969.0,45.48,-122.64
Portland,284500.0,334247.0,45.61,-122.75
Portland,514800.0,675911.01,45.52,-122.7
Portland,284100.0,326875.0,45.48,-122.6
Portland,432700.0,644857.0,45.53,-122.68
Portland,707700.0,836697.0,45.55,-122.73
Portland,381700.0,431722.0,45.58,-122.64
Portland,595700.0,578875.0,45.54,-122.64
Portland,385900.0,442940.0,45.54,-122.6
Portland,470400.0,576191.0,45.51,-122.64
Portland,444500.0,495237.0,45.51,-122.6
Portland,240600.0,274894.0,45.51,-122.56
Portland,340200.0,391493.0,45.59,-122.71
Portland,302200.0,326271.0,45.58,-122.59
Portland,415800.0,541942.0,45.45,-122.7
Portland,240400.0,286207.0,45.56,-122.55
Portland,537800.0,664590.0,45.5,-122.73
Portland,260900.0,290821.0,45.44,-122.62
Portland,359000.0,394649.0,45.45,-122.8
Portland,347600.0,393595.0,45.41,-122.8
Portland,457200.0,515192.0,45.5,-122.78
Portland,459700.0,485143.0,45.54,-122.68
Portland,473600.0,524335.0,45.55,-122.81
Portland,256500.0,293876.0,45.55,-122.5
Portland,563900.0,701071.01,45.7,-122.8
Portland,564600.0,603232.0,45.53,-122.64
Portland,193400.0,233542.0,45.51,-122.5
Portland,226500.0,278135.0,45.48,-122.51
Portland,508100.0,656119.0,45.49,-122.69
Portland,212400.0,249979.0,45.48,-122.56
Portland,289100.0,335184.0,45.4,-122.62
Salem,150600.0,183504.0,44.96,-123.0
Salem,235100.0,293751.0,44.91,-123.05
Salem,215800.0,262144.0,45.03,-123.01
Salem,246100.0,326031.0,45.0,-123.1
Salem,172900.0,224596.0,45.0,-122.9
Salem,246700.0,296992.0,44.84,-123.09
Salem,223500.0,247891.0,44.9,-122.9
Albany,243900.0,288842.0,44.6,-123.2
Albany,177800.0,212772.0,44.6,-123.0
Alsea,196800.0,207811.0,44.4,-123.6
Aumsville,201800.0,225213.0,44.82,-122.86
Blodgett,246400.0,267976.0,44.6,-123.6
Brownsville,215500.0,272000.0,44.4,-123.0
Corvallis,302600.0,351585.0,44.6,-123.3
Corvallis,298600.0,338638.0,44.5,-123.3
Dallas,214200.0,241068.0,44.9,-123.4
Depoe Bay,260300.0,300096.0,44.8,-124.0
Falls City,144900.0,172444.0,44.9,-123.6
Gates,169100.0,170519.0,44.7,-122.4
Grand Ronde,190500.0,223382.0,45.1,-123.7
Halsey,169400.0,205528.0,44.4,-123.1
Idanha,122900.0,159031.0,44.7,-122.0
Independence,167500.0,211868.0,44.8,-123.2
Jefferson,246000.0,245693.0,44.7,-123.0
Lebanon,176000.0,207854.0,44.5,-122.8
Lyons,195900.0,240142.0,44.8,-122.5
Mill City,171200.0,186601.0,44.74,-122.48
Monmouth,222200.0,238788.0,44.8,-123.4
Mount Angel,213400.0,256055.0,45.06,-122.76
Neotsu,338500.0,294024.0,44.98,-123.99
Newport,223900.0,273274.0,44.7,-124.0
South Beach,205100.0,195816.0,44.58,-124.05
Lincoln City,237700.0,252137.0,44.9,-123.9
Otis,162700.0,216039.0,45.0,-123.9
Philomath,259100.0,298770.0,44.7,-123.5
Scio,291800.0,251446.0,44.7,-122.7
Scotts Mills,196100.0,298451.0,45.0,-122.6
Seal Rock,253500.0,277024.0,44.5,-123.99
Shedd,287900.0,234088.0,44.5,-123.1
Sheridan,183100.0,237399.0,45.1,-123.5
Siletz,153800.0,161616.0,44.8,-123.9
Silverton,280400.0,333293.0,44.9,-122.6
Stayton,223700.0,246138.0,44.8,-122.7
Sublimity,258000.0,306606.0,44.86,-122.74
Sweet Home,150500.0,193652.0,44.4,-122.7
Gleneden Beach,386000.0,443255.0,44.86,-124.03
Tangent,223200.0,299364.0,44.53,-123.08
Tidewater,282000.0,214421.0,44.3,-123.8
Toledo,216100.0,204804.0,44.6,-123.9
Turner,239400.0,233889.0,44.8,-122.9
Waldport,239100.0,214802.0,44.4,-124.0
Willamina,173300.0,209450.0,45.1,-123.6
Eugene,282000.0,329787.0,44.07,-123.08
Eugene,184800.0,243670.0,44.0,-123.2
Eugene,343000.0,391780.0,44.03,-123.03
Eugene,225000.0,257398.0,44.11,-123.13
Eugene,296100.0,381710.0,43.9,-123.1
Eugene,291800.0,369967.0,44.14,-123.06
Azalea,291700.0,280200.0,42.8,-123.1
Bandon,230900.0,230575.0,43.1,-124.4
Blachly,268500.0,262035.0,44.2,-123.6
Blue River,239800.0,217650.0,43.9,-122.1
Brookings,237100.0,274981.0,42.3,-124.1
Camas Valley,198700.0,220265.0,43.0,-123.7
Canyonville,121900.0,164255.0,42.9,-123.2
Cheshire,271700.0,288011.0,44.2,-123.4
Coos Bay,174100.0,208334.0,43.4,-124.1
Coquille,165300.0,211713.0,43.2,-124.1
Cottage Grove,191700.0,215551.0,43.7,-123.0
Creswell,219800.0,254043.0,43.9,-123.0
Days Creek,186700.0,198500.0,42.9,-123.1
Deadwood,216200.0,273959.0,44.2,-123.7
Dexter,282300.0,264052.0,43.9,-122.8
Dorena,219700.0,188161.0,43.6,-122.7
Drain,153700.0,172868.0,43.8,-123.4
Elkton,245300.0,296943.0,43.7,-123.6
Elmira,255400.0,296709.0,44.1,-123.38
Fall Creek,250000.0,166677.0,43.9,-122.6
Florence,213800.0,227982.0,44.1,-124.0
Glendale,163400.0,200619.0,42.8,-123.5
Glide,273200.0,275075.0,43.3,-122.6
Gold Beach,207800.0,257432.0,42.4,-124.3
Harrisburg,182500.0,208284.0,44.3,-123.1
Junction City,243900.0,252449.0,44.2,-123.3
Lakeside,166700.0,179803.0,43.6,-124.1
Lowell,206800.0,195926.0,43.8,-122.7
Mapleton,238200.0,186710.0,44.0,-123.9
Marcola,253500.0,295992.0,44.2,-122.7
Pleasant Hill,331200.0,376778.0,43.97,-122.94
Monroe,242600.0,275940.0,44.4,-123.4
Myrtle Creek,160500.0,170942.0,43.1,-123.2
Myrtle Point,149400.0,176830.0,43.1,-124.0
North Bend,187900.0,224800.0,43.4,-124.1
Oakland,225000.0,224252.0,43.5,-123.4
Oakridge,119400.0,170614.0,43.7,-122.3
Port Orford,172500.0,215388.0,42.7,-124.4
Powers,108300.0,140488.0,42.8,-124.0
Reedsport,145000.0,193963.0,43.7,-123.9
Riddle,154100.0,156175.0,42.9,-123.4
Roseburg,165900.0,186740.0,43.2,-123.2
Roseburg,209800.0,258645.0,43.2,-123.5
Springfield,180300.0,200132.0,44.07,-123.0
Springfield,215500.0,245739.0,44.1,-122.8
Sutherlin,157000.0,204943.0,43.4,-123.1
Swisshome,182500.0,166968.0,44.1,-123.8
Tenmile,220700.0,216389.0,43.12,-123.54
Tiller,164200.0,235669.0,43.0,-122.6
Veneta,199100.0,200474.0,44.0,-123.5
Vida,335400.0,309876.0,44.1,-122.4
Westfir,137500.0,169763.0,43.6,-122.5
Westlake,285900.0,265436.0,43.9,-124.0
Winchester,307700.0,285411.0,43.29,-123.32
Winston,157900.0,169569.0,43.1,-123.5
Wolf Creek,226400.0,186992.0,42.7,-123.5
Yachats,305300.0,272071.0,44.32,-124.02
Yoncalla,159800.0,143836.0,43.6,-123.3
Medford,176100.0,205367.0,42.3,-122.9
Central Point,215600.0,257797.0,42.4,-122.9
White City,164000.0,189511.0,42.6,-122.9
Medford,267600.0,294974.0,42.3,-122.8
Ashland,399200.0,379651.0,42.2,-122.5
Butte Falls,165200.0,177436.0,42.5,-122.5
Cave Junction,207100.0,198703.0,42.1,-123.6
Eagle Point,263900.0,280609.0,42.5,-122.6
Gold Hill,219800.0,229872.0,42.4,-123.1
Grants Pass,242000.0,224652.0,42.5,-123.4
Grants Pass,232300.0,232713.0,42.4,-123.4
Jacksonville,322200.0,318605.0,42.2,-123.0
Merlin,307300.0,329121.0,42.6,-123.6
O Brien,184800.0,237768.0,42.04,-123.72
Phoenix,168500.0,197702.0,42.27,-122.81
Prospect,176000.0,205770.0,42.8,-122.5
Rogue River,241600.0,245049.0,42.6,-123.1
Selma,204500.0,193651.0,42.4,-123.7
Shady Cove,152500.0,182280.0,42.63,-122.78
Talent,222900.0,263810.0,42.2,-122.8
Trail,263800.0,178617.0,42.8,-122.7
Wilderville,279100.0,227459.0,42.4,-123.6
Williams,319600.0,250980.0,42.2,-123.3
Klamath Falls,162300.0,180581.0,42.5,-122.0
Klamath Falls,155300.0,191270.0,42.2,-121.7
Adel,118800.0,170148.0,42.2,-119.8
Bonanza,147100.0,147702.0,42.4,-121.3
Chiloquin,160700.0,205097.0,42.7,-121.7
Lakeview,135800.0,145332.0,42.3,-120.5
Malin,121300.0,157441.0,42.05,-121.43
